"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"1106","MICB","hurdle",0.0389357078414601,-3.321928,-2.684498,0.63743,0.528
"1057","MAP3K8","hurdle",0.214870904377984,3.415898,5.034157,1.618259,0.528
"1047","MAGEB2","hurdle",0.0389357078414601,-3.321928,-2.684498,0.63743,0.528
"860","KIR2DL5B","hurdle",0.0389357078414601,-3.321928,-2.684498,0.63743,0.528
"785","IL31","hurdle",0.0389357078414616,-3.3219281,0.2085866,3.5305147,0.528
"783","IL22","hurdle",0.0389357078414616,-3.321928,-2.684498,0.63743,0.528
"782","IL21","hurdle",0.038935707841458,-3.321928,-2.684498,0.63743,0.528
"772","IGDCC4","hurdle",0.485124793167334,7.113594,7.634125,0.520531,0.528
"496","DYDC1","hurdle",0.0389357078414601,-3.321928,-2.684498,0.63743,0.528
"449","DEM1","hurdle",0.66943686022463,2.630786,5.1127,2.481914,0.528
"433","CYP7A1","hurdle",0.0389357078414588,-3.321928,2.350497,5.672425,0.528
"432","CYP21A1P","hurdle",0.0389357078414617,-3.321928,-2.684498,0.63743,0.528
"329","CFHR4","hurdle",0.0389357078414594,-3.321928,-2.684498,0.63743,0.528
"222","C5orf52","hurdle",0.0389357078414601,-3.321928,-2.684498,0.63743,0.528
"130","B3GALT1","hurdle",0.160480505063935,1.830632,3.465249,1.634617,0.528
"28","ADAM3A","hurdle",0.0389357078414601,-3.321928,-2.684498,0.63743,0.528
"20","ACTC1","hurdle",0.0760301458706149,0.4097596,5.0463358,4.6365762,0.528
"10","ABCD3","hurdle",0.103803740440518,5.83068,6.802911,0.972231,0.528
"2064","ZNF274","hurdle",0.801155705838321,3.107161,3.668018,0.560857,0.527
"2016","ZBTB26","hurdle",0.279805783793463,1.054868,3.661699,2.606831,0.527
"1989","WDR37","hurdle",0.593964462606611,4.713412,5.366905,0.653493,0.527
"1749","SPRYD4","hurdle",0.635822748808592,1.94029,3.383128,1.442838,0.527
"1605","SERPINB1","hurdle",0.786017558334788,2.755248,3.668018,0.91277,0.527
"1585","SCML1","hurdle",0.542464603641496,5.473692,6.935198,1.461506,0.527
"1365","PIK3CA","hurdle",0.0179989994201098,5.543012,7.358431,1.815419,0.527
"1235","NOL10","hurdle",0.254929615126596,4.457392,5.566139,1.108747,0.527
"1020","LRRC19","hurdle",0.598009889641503,1.047044,5.262199,4.215155,0.527
"839","KDM6B","hurdle",0.5983449723582,0.8392651,1.4681488,0.6288837,0.527
"748","HSD17B13","hurdle",0.0145583336283398,0.6106682,5.2090201,4.5983519,0.527
"518","EIF4G2","hurdle",0.56803171490707,8.472933,9.239174,0.766241000000001,0.527
"35","ADRB2","hurdle",0.696819651703697,3.953917,5.262199,1.308282,0.527
"2078","ZNF479","hurdle",0.101667360216781,-3.268882,-2.684498,0.584384,0.526
"2068","ZNF362","hurdle",0.317573856276679,2.676298,3.610123,0.933825,0.526
"2018","ZBTB8B","hurdle",0.700330694336989,-0.09664392,0.72731542,0.82395934,0.526
"2017","ZBTB4","hurdle",0.898169083811025,6.069368,6.770242,0.700874,0.526
"1885","TNFRSF13C","hurdle",0.101667360216781,-3.268882,-2.243926,1.024956,0.526
"1744","SPINK6","hurdle",0.101667360216782,-3.268882,-2.684498,0.584384,0.526
"1694","SNORA65","hurdle",0.101667360216783,-3.268882,-1.906891,1.361991,0.526
"1447","PSMA8","hurdle",0.101667360216781,-3.217717,-2.684498,0.533219,0.526
"1426","PRAMEF4","hurdle",0.101667360216781,-3.268882,-2.684498,0.584384,0.526
"1326","PCNAP1","hurdle",0.101667360216781,-3.268882,-2.684498,0.584384,0.526
"1279","OR4A16","hurdle",0.101667360216781,-3.268882,-2.684498,0.584384,0.526
"1276","OR13C5","hurdle",0.10166736021678,-3.268882,-2.684498,0.584384,0.526
"1275","OR10W1","hurdle",0.101667360216778,-3.268882,-2.684498,0.584384,0.526
"1274","OR10A3","hurdle",0.10166736021678,-3.268882,-2.684498,0.584384,0.526
"1159","MMP13","hurdle",0.10166736021678,-3.268882,-2.684498,0.584384,0.526
"1146","MIR548B","hurdle",0.101667360216776,-3.268882,-1.633872,1.63501,0.526
"1137","MIR4451","hurdle",0.101667360216783,-1.9170576,-0.3833286,1.533729,0.526
"1136","MIR4311","hurdle",0.101667360216786,-2.986019,-1.032421,1.953598,0.526
"1127","MIR3692","hurdle",0.101667360216783,-2.824203,1.409014,4.233217,0.526
"1117","MIR2052","hurdle",0.101667360216781,-3.120529,-1.906891,1.213638,0.526
"1116","MIR188","hurdle",0.101667360216781,-3.268882,-2.684498,0.584384,0.526
"1112","MIR146A","hurdle",0.101667360216781,-3.268882,-2.684498,0.584384,0.526
"1101","MGC4473","hurdle",0.101667360216774,-3.0294772,-0.1880723,2.8414049,0.526
"997","LOC647946","hurdle",0.101667360216783,-3.268882,-2.684498,0.584384,0.526
"996","LOC647323","hurdle",0.10166736021678,-3.268882,-2.684498,0.584384,0.526
"991","LOC644838","hurdle",0.101667360216783,-3.217717,-2.684498,0.533219,0.526
"971","LOC283404","hurdle",0.101667360216782,-3.268882,-2.684498,0.584384,0.526
"970","LOC283116","hurdle",0.10166736021678,-3.268882,-2.684498,0.584384,0.526
"927","LOC100131366","hurdle",0.101667360216782,-3.268882,-2.684498,0.584384,0.526
"904","LINC00051","hurdle",0.101667360216781,-3.268882,-1.40439,1.864492,0.526
"804","ISL1","hurdle",0.101667360216781,-3.217717,-2.684498,0.533219,0.526
"757","HTA","hurdle",0.10166736021678,-3.217717,-1.032421,2.185296,0.526
"643","GABRR1","hurdle",0.101667360216779,-3.268882,-2.684498,0.584384,0.526
"623","FOXL1","hurdle",0.101667360216781,-3.217717,-2.684498,0.533219,0.526
"517","EIF3E","hurdle",0.8671156901884,6.102773,6.825701,0.722928,0.526
"459","DHX37","hurdle",0.59455281058614,-1.18172542,0.06273576,1.24446118,0.526
"441","DCAF8L2","hurdle",0.101667360216777,-3.268882,-2.684498,0.584384,0.526
"426","CXCR2P1","hurdle",0.101667360216782,-3.268882,-2.684498,0.584384,0.526
"348","CLDN4","hurdle",0.101667360216782,-3.268882,-1.032421,2.236461,0.526
"300","CD5L","hurdle",0.10166736021678,-3.268882,-2.684498,0.584384,0.526
"296","CD19","hurdle",0.10166736021678,-2.9028438,-0.1880723,2.7147715,0.526
"292","CCR8","hurdle",0.101667360216778,-3.268882,2.035624,5.304506,0.526
"228","C6orf58","hurdle",0.101667360216784,-3.2688819,-0.7369656,2.5319163,0.526
"106","ARL5B","hurdle",0.253062424372771,3.200635,4.600904,1.400269,0.526
"104","ARL14","hurdle",0.101667360216776,-3.268882,-2.684498,0.584384,0.526
"1948","UFSP2","hurdle",0.920928814629443,5.59536,6.365156,0.769795999999999,0.525
"1673","SLITRK3","hurdle",0.651699796415313,4.454437,5.167251,0.712814,0.525
"1515","RFFL","hurdle",0.446045847038025,1.054868,3.027783,1.972915,0.525
"1390","PM20D2","hurdle",0.891409876903977,4.112575,4.712107,0.599532,0.525
"1126","MIR3685","hurdle",0.560357893592897,-0.1436223,1.1447715,1.2883938,0.525
"1094","MGAT2","hurdle",0.519911000384041,2.170165,4.280461,2.110296,0.525
"142","BCL10","hurdle",0.912856934036063,4.703284,6.563768,1.860484,0.525
"1956","UHRF2","hurdle",0.631229679807231,5.798324,7.433145,1.634821,0.524
"1831","TECTB","hurdle",0.169916175883555,-3.217717,-2.684498,0.533219,0.524
"1780","STK38L","hurdle",0.46391768175994,4.683234,5.505679,0.822445,0.524
"1772","STARD8","hurdle",0.690041127189212,-1.46525195,-0.01611967,1.44913228,0.524
"1760","SSH2","hurdle",0.602238935220892,4.718551,5.760517,1.041966,0.524
"1737","SPATA16","hurdle",0.16991617588356,-3.074285,2.111773,5.186058,0.524
"1606","SERPINB7","hurdle",0.169916175883552,-3.217717,-2.684498,0.533219,0.524
"1590","SCNN1B","hurdle",0.169916175883556,-3.217717,-2.684498,0.533219,0.524
"1532","RNASE11","hurdle",0.169916175883551,-3.217717,-2.684498,0.533219,0.524
"1436","PROKR1","hurdle",0.169916175883559,-3.217717,-2.684498,0.533219,0.524
"1333","PDE3B","hurdle",0.480491312618466,4.790995,7.352068,2.561073,0.524
"1280","OR51G1","hurdle",0.169916175883552,-3.217717,-2.684498,0.533219,0.524
"1278","OR2D2","hurdle",0.169916175883546,-3.217717,-2.684498,0.533219,0.524
"1142","MIR496","hurdle",0.169916175883555,-2.943832,-2.243926,0.699906,0.524
"1114","MIR181A2","hurdle",0.169916175883553,-1.799541,1.606179,3.40572,0.524
"988","LOC442132","hurdle",0.169916175883556,-3.217717,-2.684498,0.533219,0.524
"984","LOC389791","hurdle",0.169916175883553,-1.937609,1.144772,3.082381,0.524
"954","LOC100507389","hurdle",0.169916175883554,-3.217717,-2.684498,0.533219,0.524
"948","LOC100506650","hurdle",0.169916175883536,-3.217717,-2.684498,0.533219,0.524
"934","LOC100240735","hurdle",0.169916175883548,-3.217717,-2.684498,0.533219,0.524
"831","KCNK7","hurdle",0.169916175883555,-2.824203,-2.243926,0.580277,0.524
"678","GLYATL3","hurdle",0.169916175883546,-3.217717,-2.684498,0.533219,0.524
"627","FPR2","hurdle",0.169916175883556,-3.074285,-1.206451,1.867834,0.524
"491","DUOXA1","hurdle",0.169916175883546,-3.217717,-2.684498,0.533219,0.524
"429","CXorf41","hurdle",0.169916175883555,-3.217717,-2.684498,0.533219,0.524
"336","CHIT1","hurdle",0.169916175883557,-3.2177171,-0.7369656,2.4807515,0.524
"313","CDKN2C","hurdle",0.768804346291214,1.987382,3.556634,1.569252,0.524
"262","CASP5","hurdle",0.169916175883536,-3.217717,-2.684498,0.533219,0.524
"237","C9","hurdle",0.16991617588355,-1.4954034,-0.8771433,0.6182601,0.524
"25","ADAM2","hurdle",0.169916175883555,-3.217717,-2.684498,0.533219,0.524
"1825","TCF7","hurdle",0.757755952375617,0.9042225,2.3504972,1.4462747,0.523
"1432","PRKG2","hurdle",0.606556767153619,1.278486,2.781943,1.503457,0.523
"924","LOC100130855","hurdle",0.839176970735978,2.983493,3.800469,0.816976,0.523
"805","ITGA4","hurdle",0.265619497451672,1.754207,3.159199,1.404992,0.523
"273","CCDC102B","hurdle",0.698786908391059,3.338956,4.292782,0.953826,0.523
"132","B3GNT2","hurdle",0.688933210893107,4.700793,5.280874,0.580081,0.523
"1909","TRIM32","hurdle",0.419774582918558,4.172534,5.357161,1.184627,0.522
"1903","TREML1","hurdle",0.132559695600079,-2.713739,0.5742361,3.2879751,0.522
"1873","TMEM236","hurdle",0.00586042357129309,-3.074285,1.707819,4.782104,0.522
"1788","SUCNR1","hurdle",0.0175381756215518,-2.749629,3.037577,5.787206,0.522
"1723","SORL1","hurdle",0.485944486321115,7.365133,9.039955,1.674822,0.522
"1713","SNORD45C","hurdle",0.345787473387719,-1.8768125,0.5742361,2.4510486,0.522
"1695","SNORA70C","hurdle",0.499207851671734,-0.4855349,0.5193742,1.0049091,0.522
"1630","SIGLEC11","hurdle",0.470002701207384,-2.943832,-1.906891,1.036941,0.522
"1427","PRDM14","hurdle",0.0216191452676909,-3.0294772,0.8210299,3.8505071,0.522
"1281","OR51I1","hurdle",0.0609835824871858,-2.611135,2.366128,4.977263,0.522
"1220","NEGR1-IT1","hurdle",0.393264875916783,-1.8184745,0.2085866,2.0270611,0.522
"1134","MIR4305","hurdle",0.495232857108222,-1.6908805,-0.3833286,1.3075519,0.522
"1122","MIR3151","hurdle",0.483690409115096,-1.606191,-0.1880723,1.4181187,0.522
"1113","MIR16-1","hurdle",0.492168848058161,-2.943832,-2.243926,0.699906,0.522
"1110","MIR1256","hurdle",0.470367339677897,-2.396782,-1.40439,0.992392,0.522
"1080","MED17","hurdle",0.212050688077097,4.424555,4.958843,0.534288,0.522
"992","LOC645591","hurdle",0.177980934838311,-3.120529,-1.906891,1.213638,0.522
"960","LOC151475","hurdle",0.0217954987839943,-3.168305,-1.40439,1.763915,0.522
"905","LINC00158","hurdle",0.141856743626859,2.216243,5.232661,3.016418,0.522
"865","KLHL1","hurdle",0.562480696840817,0.7585252,2.5552708,1.7967456,0.522
"795","IPMK","hurdle",0.247098637068568,3.122133,4.705978,1.583845,0.522
"712","HAVCR1","hurdle",0.0192206275692791,-2.824203,3.263034,6.087237,0.522
"677","GLRX3","hurdle",0.12539822414585,4.616958,6.224323,1.607365,0.522
"668","GIP","hurdle",0.00338161074372235,-3.074285,2.54157,5.615855,0.522
"572","FAM55B","hurdle",0.00344099626327318,-3.16830491,-0.09953567,3.06876924,0.522
"571","FAM53A","hurdle",0.422980857104732,-2.943832,-2.243926,0.699906,0.522
"285","CCDC90B","hurdle",0.955648363157064,6.030301,6.610451,0.580150000000001,0.522
"235","C8orf71","hurdle",0.0063899549080745,-2.943832,4.067524,7.011356,0.522
"207","C2orf83","hurdle",0.179369487988949,-2.9028438,-0.7369656,2.1658782,0.522
"179","C14orf166B","hurdle",0.496558821523393,-3.029477,-2.243926,0.785551,0.522
"123","ATP6V1C2","hurdle",0.665020441461903,0.6071252,2.0159415,1.4088163,0.522
"75","AOC3","hurdle",0.331923874944795,-2.21019652,-0.09953567,2.11066085,0.522
"32","ADK","hurdle",0.547555446613514,5.128001,5.826972,0.698970999999999,0.522
"11","ABI3","hurdle",0.397691427450905,-2.546574,-1.032421,1.514153,0.522
"9","ABCC6P1","hurdle",0.44021735767665,-1.4802489,0.1375035,1.6177524,0.522
"1940","UBE2R2","hurdle",0.936503750751021,4.724082,5.477174,0.753092,0.521
"1916","TROVE2","hurdle",0.849767602575436,6.919386,7.454779,0.535393,0.521
"1839","TGM4","hurdle",0.10969510490507,-1.622736,3.037577,4.660313,0.521
"1647","SLC22A3","hurdle",0.860653053966362,3.749353,4.795282,1.045929,0.521
"1519","RGS13","hurdle",0.0059948001121901,-2.546574,5.938338,8.484912,0.521
"1487","RAC2","hurdle",0.000124894095422739,-3.120529,1.891851,5.01238,0.521
"1329","PCSK5","hurdle",0.141213895725727,3.210008,4.364572,1.154564,0.521
"1265","OCLM","hurdle",0.581824870389504,3.125852,3.953162,0.82731,0.521
"1162","MMP3","hurdle",0.0524846327055686,-2.235419,2.946939,5.182358,0.521
"1133","MIR4263","hurdle",0.387868145961797,1.085745,3.942775,2.85703,0.521
"1089","METTL13","hurdle",0.8871000235398,4.243855,5.471766,1.227911,0.521
"1019","LRRC10","hurdle",0.0971690531570958,-2.986019,-1.206451,1.779568,0.521
"962","LOC152225","hurdle",0.373595007364672,-2.0674745,0.2763312,2.3438057,0.521
"731","HMBOX1","hurdle",0.574130458008963,5.407763,6.094283,0.68652,0.521
"713","HBE1","hurdle",0.0403424047547531,-2.9860192,-0.3833286,2.6026906,0.521
"637","FZD1","hurdle",0.44261093146229,0.9774,2.673054,1.695654,0.521
"631","FTSJD1","hurdle",0.854120916162118,3.32716,6.886577,3.559417,0.521
"625","FOXN4","hurdle",0.0205333707688541,-2.9438322,0.6780719,3.6219041,0.521
"507","EFCAB6","hurdle",0.845545589302867,3.277873,4.247084,0.969211,0.521
"461","DIO1","hurdle",0.0437488757836129,-3.120529,-1.906891,1.213638,0.521
"444","DDX21","hurdle",0.941123263964732,5.959042,7.025939,1.066897,0.521
"233","C8B","hurdle",0.348728261804375,-3.074285,-2.243926,0.830359,0.521
"101","ARHGEF26","hurdle",0.901577422682534,5.720428,6.390217,0.669789,0.521
"43","AGPAT9","hurdle",0.409205214810374,2.522105,3.279636,0.757531,0.521
"1993","WDR89","hurdle",0.891545479396081,4.716498,5.327528,0.61103,0.52
"1905","TRIB2","hurdle",0.44800747642263,4.906656,5.716991,0.810335,0.52
"1690","SNORA42","hurdle",0.548197628326142,-2.340965,-1.206451,1.134514,0.52
"1597","SEL1L","hurdle",0.780277855751052,7.159671,8.15701,0.997338999999999,0.52
"1429","PRDX4","hurdle",0.460985489424535,3.980518,5.33549,1.354972,0.52
"1353","PHF20","hurdle",0.382972552704705,6.220126,6.720187,0.500061000000001,0.52
"1242","NPR1","hurdle",0.583023479331191,-1.9376092,-0.8771433,1.0604659,0.52
"1148","MIR568","hurdle",0.781130157292877,3.254284,3.953162,0.698878,0.52
"974","LOC285419","hurdle",0.246699499856325,-2.2101965,0.3410369,2.5512334,0.52
"968","LOC257358","hurdle",0.560254367697535,-2.749629,-2.243926,0.505703,0.52
"919","LOC100129518","hurdle",0.520450165298461,-2.749629,-1.633872,1.115757,0.52
"813","JAKMIP3","hurdle",0.141393292780046,4.229236,5.149296,0.920059999999999,0.52
"465","DISC2","hurdle",0.266091801531787,-2.5153453,-0.3833286,2.1320167,0.52
"145","BEND4","hurdle",0.719542061387019,4.120984,4.871187,0.750203,0.52
"33","ADO","hurdle",0.3581314698321,4.888894,6.078951,1.190057,0.52
"2065","ZNF302","hurdle",0.946147050493539,6.316901,6.978424,0.661523000000001,0.519
"2010","XRN1","hurdle",0.607021866933067,6.582072,7.761847,1.179775,0.519
"1943","UBR1","hurdle",0.973101237991114,6.726069,7.369622,0.643553,0.519
"1843","TIPARP","hurdle",0.561714243400851,6.742663,7.269283,0.526619999999999,0.519
"1817","TAS2R46","hurdle",0.120733122616024,-1.030581,3.542946,4.573527,0.519
"1771","STARD4","hurdle",0.737177705313378,4.397377,5.471766,1.074389,0.519
"1688","SNORA34","hurdle",0.255402172940013,-2.287227,0.06273576,2.34996276,0.519
"1686","SNORA3","hurdle",0.140730666200515,-0.8837748,3.0855757,3.9693505,0.519
"1646","SLC22A14","hurdle",0.366633395988925,-2.287227,-0.7369656,1.5502614,0.519
"1645","SLC22A1","hurdle",0.368427241356578,-1.6908805,0.5193742,2.2102547,0.519
"1639","SLC16A5","hurdle",0.545684049899678,-2.749629,-1.906891,0.842738,0.519
"1331","PDCD1LG2","hurdle",0.185891883496683,-0.1676978,3.6868118,3.8545096,0.519
"1262","NUPL2","hurdle",0.931937775712946,5.143065,5.911958,0.768893,0.519
"1227","NHLRC2","hurdle",0.387599316425072,3.925395,5.542258,1.616863,0.519
"1211","NCF4","hurdle",0.148466936843332,-2.368604,0.627088,2.995692,0.519
"1090","METTL3","hurdle",0.882346439766802,4.861089,5.739668,0.878579,0.519
"1070","MBD2","hurdle",0.185713153343316,3.980861,5.926527,1.945666,0.519
"979","LOC340508","hurdle",0.318529132882625,-1.6908805,0.6780719,2.3689524,0.519
"966","LOC201477","hurdle",0.750958158031334,0.9663807,2.3346954,1.3683147,0.519
"870","KLHL7-AS1","hurdle",0.0248909899541857,-2.9860192,-0.8771433,2.1088759,0.519
"866","KLHL10","hurdle",0.0137891137613381,-2.185407,4.508851,6.694258,0.519
"858","KIF26B","hurdle",0.145821220246995,0.8482971,3.6489767,2.8006796,0.519
"822","KBTBD12","hurdle",0.736244350880236,1.584422,5.305403,3.720981,0.519
"717","HEATR1","hurdle",0.943510904930938,4.876439,5.953938,1.077499,0.519
"659","GDF6","hurdle",0.315661643590858,-2.943832,-1.906891,1.036941,0.519
"538","ERP27","hurdle",0.428291322184083,-0.4779894,1.3473507,1.8253401,0.519
"475","DNAJB13","hurdle",0.563435236158591,-2.943832,-2.243926,0.699906,0.519
"416","CTRC","hurdle",0.420239487922172,-1.6227358,0.4029647,2.0257005,0.519
"369","CNTD1","hurdle",0.296614826424138,2.660147,4.38773,1.727583,0.519
"349","CLEC17A","hurdle",0.105819364115474,-2.902844,-1.032421,1.870423,0.519
"238","C9orf106","hurdle",0.00685369391858458,-3.0294772,-0.8771433,2.1523339,0.519
"192","C1orf130","hurdle",0.00180089987107989,-3.074285,-1.032421,2.041864,0.519
"56","ALOX12B","hurdle",0.632733155900768,-2.425522,-1.906891,0.518631,0.519
"30","ADAMTS14","hurdle",0.68290194344528,-2.749629,-2.243926,0.505703,0.519
"2082","ZNF552","hurdle",0.770253048366017,1.7606,3.973713,2.213113,0.518
"2046","ZNF131","hurdle",0.510830462685905,5.270599,6.276952,1.006353,0.518
"1996","WHAMMP2","hurdle",0.0165572698379237,2.361053,4.483995,2.122942,0.518
"1457","PTH2R","hurdle",0.844503069932322,2.486873,3.104337,0.617464,0.518
"1309","PARP9","hurdle",0.101941635088414,4.92758,6.551858,1.624278,0.518
"1115","MIR181B2","hurdle",0.658078559524997,-1.3505783,-0.2823997,1.0681786,0.518
"823","KBTBD2","hurdle",0.223594758098861,5.763736,7.755184,1.991448,0.518
"453","DERA","hurdle",0.73384424774243,4.538682,5.236918,0.698236000000001,0.518
"1957","UPB1","hurdle",0.59834833631159,-0.2045817,0.7273154,0.9318971,0.517
"1852","TM4SF20","hurdle",0.490243286486061,-2.261091,-1.206451,1.05464,0.517
"1844","TIPARP-AS1","hurdle",0.401432444741775,-0.9553112,0.5742361,1.5295473,0.517
"1810","TAMM41","hurdle",0.837215684088338,3.804921,4.739368,0.934447,0.517
"1726","SOX1","hurdle",0.310818184908764,2.308574,3.636141,1.327567,0.517
"1610","SESN3","hurdle",0.223416376868084,3.410827,4.164572,0.753745,0.517
"1267","OGN","hurdle",0.401160378384417,4.290713,5.591294,1.300581,0.517
"1263","OASL","hurdle",0.560723474462259,-0.8639709,0.2763312,1.1403021,0.517
"1236","NOP58","hurdle",0.0969963936605625,7.189998,7.955424,0.765426,0.517
"1131","MIR3936","hurdle",0.648869880165869,-0.2424333,0.8656989,1.1081322,0.517
"1031","LRRC8D","hurdle",0.824330698939644,3.914328,5.838223,1.923895,0.517
"1029","LRRC71","hurdle",0.486732339667699,-2.113497,-0.60921,1.504287,0.517
"1022","LRRC45","hurdle",0.732012996478044,-2.515345,-1.906891,0.608454,0.517
"989","LOC643770","hurdle",0.521080786537787,-0.7967226,0.2085866,1.0053092,0.517
"981","LOC344595","hurdle",0.341704615160712,4.334758,6.394034,2.059276,0.517
"940","LOC100288079","hurdle",0.403516266797961,-0.7324698,1.606179,2.3386488,0.517
"935","LOC100268168","hurdle",0.100741684413314,1.320198,3.661699,2.341501,0.517
"920","LOC100129794","hurdle",0.27604319726514,-0.976419,1.496832,2.473251,0.517
"894","LGALS4","hurdle",0.397507175091421,-1.5261985,0.3410369,1.8672354,0.517
"878","L3MBTL3","hurdle",0.874898849874611,3.933551,4.699823,0.766272,0.517
"826","KCNG4","hurdle",0.101948762480906,-3.029477,-2.243926,0.785551,0.517
"802","IRS4","hurdle",0.339316758835582,-0.4931201,2.1483918,2.6415119,0.517
"784","IL23A","hurdle",0.257043146838363,-1.283276,1.215506,2.498782,0.517
"740","HNRNPKP3","hurdle",0.0189618808774922,-2.611135,1.378512,3.989647,0.517
"598","FGF20","hurdle",0.0121444376193664,-2.261091,3.037577,5.298668,0.517
"596","FDXR","hurdle",0.608609634196924,-2.515345,-1.633872,0.881473,0.517
"588","FBXO47","hurdle",0.038208769126749,-1.799541,3.320324,5.119865,0.517
"587","FBXO38","hurdle",0.953299094074086,6.050334,6.567153,0.516819,0.517
"553","FAM102B","hurdle",0.897358037972273,4.621574,6.348531,1.726957,0.517
"548","EXOSC9","hurdle",0.496552041840557,4.684285,6.050211,1.365926,0.517
"437","DAPL1","hurdle",0.0123557461556624,-2.82420331,-0.09953567,2.72466764,0.517
"172","C11orf82","hurdle",0.237462028128705,-0.8837748,2.0550414,2.9388162,0.517
"166","C10orf108","hurdle",0.830612937714396,3.487982,4.062736,0.574754,0.517
"65","ANKMY1","hurdle",0.786885686796365,-0.3145176,0.9510904,1.265608,0.517
"2106","ZNF761","hurdle",0.325653781539147,3.436008,5.075152,1.639144,0.516
"2083","ZNF571","hurdle",0.774411605786768,4.128418,5.110382,0.981964000000001,0.516
"1834","TEX261","hurdle",0.242416870639851,3.050244,5.124236,2.073992,0.516
"1805","TAF2","hurdle",0.944276683046669,5.545096,6.126762,0.581666,0.516
"1170","MPHOSPH6","hurdle",0.572754973608717,4.485403,5.489714,1.004311,0.516
"892","LEPREL1","hurdle",0.697528925789845,2.361053,4.671797,2.310744,0.516
"881","LAMA4","hurdle",0.431203437889602,4.430832,5.160544,0.729712,0.516
"267","CAV1","hurdle",0.89475617648822,2.550052,3.693022,1.14297,0.516
"2103","ZNF721","hurdle",0.888009671676391,6.029971,6.942384,0.912413,0.515
"2023","ZCCHC3","hurdle",0.0291125936138243,2.684726,4.067524,1.382798,0.515
"1768","STAB1","hurdle",0.334994647959517,-2.1610369,-0.3833286,1.7777083,0.515
"1658","SLC30A6","hurdle",0.521264368191315,5.14612,5.915946,0.769826,0.515
"1622","SH2D1B","hurdle",0.460438638070946,-1.8768125,-0.8771433,0.9996692,0.515
"1608","SERPINE3","hurdle",0.901582709799682,1.198341,2.148392,0.950051,0.515
"1499","RB1","hurdle",0.13848648574464,4.95693,7.121706,2.164776,0.515
"1371","PKN2","hurdle",0.792610628047463,5.575895,7.103754,1.527859,0.515
"1184","MSRB3","hurdle",0.577605355055829,3.015919,5.004501,1.988582,0.515
"1129","MIR3916","hurdle",0.785475162442444,-0.9870899,-0.2823997,0.7046902,0.515
"1118","MIR2113","hurdle",0.59768934748091,-0.3212528,1.1080597,1.4293125,0.515
"1064","MARCH10","hurdle",0.0433964358822683,-0.9870899,3.7889177,4.7760076,0.515
"1005","LOC84989","hurdle",0.409009535201804,-0.8156187,1.1447715,1.9603902,0.515
"950","LOC100506804","hurdle",0.528878583692105,2.013044,3.522167,1.509123,0.515
"933","LOC100233209","hurdle",0.78690142548056,-1.656406,-1.032421,0.623985,0.515
"918","LOC100129316","hurdle",0.235067522821096,-1.7624042,0.2085866,1.9709908,0.515
"607","FLJ12825","hurdle",0.165433073797471,-2.713739,-1.206451,1.507288,0.515
"442","DCLRE1C","hurdle",0.219577568763683,6.349934,7.571458,1.221524,0.515
"377","COL8A1","hurdle",0.0173265535938914,-2.7864343,-0.2823997,2.5040346,0.515
"368","CNOT8","hurdle",0.867519690196083,5.28342,5.826972,0.543552,0.515
"216","C4BPA","hurdle",0.685770505247787,-1.4652519,-0.7369656,0.7282863,0.515
"162","BTN2A3P","hurdle",0.344845397828827,-0.2108217,2.1117732,2.3225949,0.515
"77","AP1AR","hurdle",0.428583470583541,3.375859,6.730036,3.354177,0.515
"2067","ZNF345","hurdle",0.513090561893834,3.192383,4.989442,1.797059,0.514
"1949","UG0898H09","hurdle",0.646695034893972,5.946217,6.54157,0.595353,0.514
"1924","TSTD2","hurdle",0.546665276351955,3.34535,4.067524,0.722174,0.514
"1742","SPIB","hurdle",0.0012743321236386,-2.8629878,-0.3833286,2.4796592,0.514
"1517","RFWD2","hurdle",0.436949452809778,3.916119,5.919923,2.003804,0.514
"1172","MPV17L","hurdle",0.776706673638176,2.521164,3.027783,0.506619,0.514
"1163","MMRN1","hurdle",0.00588797175824854,-0.2552745,7.5107861,7.7660606,0.514
"1108","MIMT1","hurdle",0.241053322410738,1.430556,3.159199,1.728643,0.514
"898","LILRA2","hurdle",0.0541629526711333,-1.83766,1.657894,3.495554,0.514
"683","GNL3","hurdle",0.320950313634759,5.639061,6.40069,0.761629,0.514
"131","B3GALT2","hurdle",0.969377080488851,4.477178,5.72913,1.251952,0.514
"1701","SNORD113-5","hurdle",0.427423357231326,-1.2443522,0.5193742,1.7637264,0.513
"1697","SNORA70G","hurdle",0.69047237191879,-0.7596571,0.2085866,0.9682437,0.513
"1544","RNF139","hurdle",0.970542902082596,5.549256,6.093109,0.543853,0.513
"1540","RNF115","hurdle",0.978439725302814,4.03592,4.584294,0.548374,0.513
"1482","RAB3D","hurdle",0.437549149075636,4.674585,6.137048,1.462463,0.513
"1156","MLF1IP","hurdle",0.89791405578013,1.028622,2.485427,1.456805,0.513
"1001","LOC728819","hurdle",0.796352555026206,2.197517,2.946939,0.749422,0.513
"955","LOC100507423","hurdle",0.769516140299232,-2.484779,-1.906891,0.577888,0.513
"932","LOC100188947","hurdle",0.579664537066266,0.9991893,2.722466,1.7232767,0.513
"906","LINC00238","hurdle",0.258009861559278,-0.03444916,2.28622403,2.32067319,0.513
