"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"463","DIS3","hurdle",0.484704017923705,5.479638,6.033178,0.553540000000001,0.476
"193","C1orf220","hurdle",0.337934800033875,2.578373,3.229246,0.650873,0.476
"1454","PTGR2","hurdle",0.623272437462987,4.246419,4.82669,0.580271,0.475
"323","CEP41","hurdle",0.12706430868128,4.761218,5.507442,0.746224,0.475
"766","IFFO2","hurdle",0.235336149967264,0.09766129,0.67807191,0.58041062,0.474
"558","FAM126B","hurdle",0.899928792158434,6.049273,6.652486,0.603212999999999,0.474
"314","CDV3","hurdle",0.37404563278687,7.064705,7.719123,0.654418,0.474
"144","BCL2L11","hurdle",0.176996313138358,3.015919,4.376198,1.360279,0.474
"2085","ZNF583","hurdle",0.0901835321018677,4.246989,6.356379,2.10939,0.473
"1612","SETX","hurdle",0.816965411362935,6.94877,7.526956,0.578186000000001,0.473
"155","BRIX1","hurdle",0.274374866678117,4.492381,5.482561,0.99018,0.473
"1856","TMED2","hurdle",0.124448130096135,6.161397,7.442851,1.281454,0.472
"1177","MRPS30","hurdle",0.865142520453627,3.776025,4.699823,0.923798,0.472
"1081","MED23","hurdle",0.628513398350881,6.112411,7.931985,1.819574,0.472
"591","FCF1","hurdle",0.468861453042168,2.14106,2.758445,0.617385,0.472
"327","CEP85L","hurdle",0.936136845207438,5.382468,5.921246,0.538778,0.472
"2110","ZNF808","hurdle",0.0142311796159306,2.62379,5.819895,3.196105,0.471
"1754","SRFBP1","hurdle",0.0524807492245737,4.140417,5.031709,0.891292,0.471
"1023","LRRC49","hurdle",0.233644860240765,5.971755,6.820746,0.848991,0.471
"796","IPO5","hurdle",0.177782505141371,6.184909,7.285813,1.100904,0.471
"1965","UTP20","hurdle",0.250134860829162,5.006016,6.10713,1.101114,0.47
"1088","METTL10","hurdle",0.768188266513423,3.806467,4.447726,0.641259,0.47
"546","EXD2","hurdle",0.740660375980675,5.336404,6.310663,0.974259,0.47
"2089","ZNF626","hurdle",0.155850638419211,3.682329,4.792393,1.110064,0.469
"2035","ZFPM2","hurdle",0.699850915997609,3.754968,4.560715,0.805747,0.469
"1990","WDR44","hurdle",0.245632210456486,4.054575,5.075152,1.020577,0.469
"289","CCNG2","hurdle",0.875872246151908,5.528335,7.324331,1.795996,0.469
"1360","PIAS3","hurdle",0.771603027003841,3.952173,4.584294,0.632121,0.468
"1032","LRRCC1","hurdle",0.135501927067452,3.694066,6.224323,2.530257,0.468
"579","FAM82B","hurdle",0.893420456772108,5.504728,6.180793,0.676065,0.468
"452","DEPDC5","hurdle",0.126766928624907,3.824505,4.476814,0.652309,0.468
"42","AGGF1","hurdle",0.421753754749796,4.916172,5.835419,0.919246999999999,0.468
"87","APOOL","hurdle",0.0997899820243519,6.474683,7.585714,1.111031,0.467
"1928","TTF1","hurdle",0.108084162923491,3.51895,4.372333,0.853383,0.466
"212","C3orf49","hurdle",0.628046135382919,1.47982,2.302563,0.822743,0.466
"1871","TMEM2","hurdle",0.173053340149122,4.837093,5.815632,0.978539,0.465
"1687","SNORA33","hurdle",0.087638646249845,2.391236,4.280461,1.889225,0.465
"1503","RBL1","hurdle",0.391375935928247,3.964686,4.465974,0.501288,0.465
"1425","PPWD1","hurdle",0.774170267237834,5.860931,7.478343,1.617412,0.465
"1071","MBOAT2","hurdle",0.0924251246073931,5.09059,5.969371,0.878781,0.465
"949","LOC100506710","hurdle",0.853665838145838,5.537787,6.354421,0.816634000000001,0.465
"737","HNRNPA3","hurdle",0.886310396786417,6.684175,7.251509,0.567334000000001,0.465
"163","BTN3A2","hurdle",0.381999772424539,2.199871,3.113626,0.913755,0.465
"153","BRD7P3","hurdle",0.25090885508061,5.026054,5.672111,0.646057,0.465
"2104","ZNF736","hurdle",0.06540652157476,2.123808,4.08652,1.962712,0.464
"885","LATS2","hurdle",0.0590713636919448,2.989629,4.304998,1.315369,0.464
"687","GOPC","hurdle",0.483792210062848,4.835769,6.337671,1.501902,0.464
"17","ACOT13","hurdle",0.888570323906884,4.776676,5.8932,1.116524,0.464
"2025","ZDHHC21","hurdle",0.557193455147366,6.58179,7.648977,1.067187,0.463
"1683","SNORA28","hurdle",0.194385575601157,2.52961,3.177032,0.647422,0.463
"1652","SLC25A16","hurdle",0.00510183395088085,2.332373,5.224109,2.891736,0.463
"116","ATAD5","hurdle",0.819158740729447,3.540007,6.463797,2.92379,0.463
"1925","TTC14","hurdle",0.0757359056304,7.024349,8.193334,1.168985,0.462
"1918","TSEN15","hurdle",0.560121045916945,5.245465,6.525129,1.279664,0.462
"1823","TCEA1","hurdle",0.229221887306432,4.749012,6.287251,1.538239,0.462
"1472","QRSL1","hurdle",0.657597954530195,4.624644,5.26637,0.641726,0.462
"1431","PRKCQ","hurdle",0.0758841380480067,2.294325,4.008989,1.714664,0.462
"7","ABCB7","hurdle",0.135185280032466,5.005006,6.43166,1.426654,0.462
"1835","TEX9","hurdle",0.00919796464927958,1.052265,4.329124,3.276859,0.461
"1680","SNAPC5","hurdle",0.155741014644417,3.060643,4.182339,1.121696,0.461
"1466","PTPRM","hurdle",0.759422961857703,5.256392,5.76936,0.512968,0.461
"1397","PNPLA8","hurdle",0.0882152430372742,6.944565,7.459796,0.515231,0.461
"1261","NUP43","hurdle",0.128164118097643,4.30363,5.782525,1.478895,0.461
"225","C6orf120","hurdle",0.392030582522913,3.966761,6.28108,2.314319,0.461
"1814","TAS2R14","hurdle",0.0379487490432438,0.8118251,2.3661279,1.5543028,0.46
"1486","RABL3","hurdle",0.716792301110145,4.964911,5.885086,0.920175,0.46
"1366","PIK3CB","hurdle",0.0608384437572327,5.450649,6.013462,0.562812999999999,0.46
"1188","MTRF1","hurdle",0.0738393359279802,3.430005,5.834014,2.404009,0.46
"1166","MOB1A","hurdle",0.193802503267613,3.984961,5.653124,1.668163,0.46
"923","LOC100130744","hurdle",0.0649347958143935,1.274024,2.015942,0.741918,0.46
"366","CNOT4","hurdle",0.814545947212267,6.097101,7.121131,1.02403,0.46
"1798","SYNM","hurdle",0.138354346951258,3.554336,4.627088,1.072752,0.459
"1255","NUAK1","hurdle",0.12656997948202,6.952134,7.822234,0.8701,0.459
"217","C4orf49","hurdle",0.102638159550858,0.6317452,1.4388842,0.807139,0.459
"1945","UBXN2A","hurdle",0.0461144456759127,1.721811,3.113626,1.391815,0.458
"1633","SIM2","hurdle",0.245686826754935,2.925644,3.771416,0.845772,0.458
"942","LOC100302640","hurdle",0.0403068088753491,2.15932,3.942775,1.783455,0.458
"750","HSP90AA1","hurdle",0.99926543195257,11.14491,11.91478,0.769870000000001,0.458
"2071","ZNF434","hurdle",0.0570716583026485,4.081635,6.185206,2.103571,0.457
"1077","ME1","hurdle",0.784536899684176,5.458781,6.188506,0.729725,0.457
"908","LINC00294","hurdle",0.223279185649021,4.439324,5.103404,0.66408,0.457
"995","LOC646762","hurdle",0.415627969393266,4.76062,5.407126,0.646506,0.456
"381","COPS4","hurdle",0.65907647000357,6.704523,7.234046,0.529523,0.456
"358","CLYBL","hurdle",0.372215248552903,3.276759,4.462343,1.185584,0.456
"322","CEP290","hurdle",0.656443619078012,6.50284,7.975307,1.472467,0.456
"1904","TRIAP1","hurdle",0.60590570022176,4.307729,4.924944,0.617215,0.455
"1440","PRPF39","hurdle",0.797224094670626,6.730452,7.263556,0.533104000000001,0.455
"1428","PRDM15","hurdle",0.0851952489139046,2.680518,3.884272,1.203754,0.455
"1342","PECAM1","hurdle",0.0299207483849607,3.159501,4.906356,1.746855,0.455
"542","ETV3","hurdle",0.0428541271893353,1.440544,3.027783,1.587239,0.455
"539","ETFDH","hurdle",0.00220902874464341,5.459763,7.668018,2.208255,0.455
"154","BRE","hurdle",0.67695330265899,5.201355,5.706285,0.50493,0.455
"1935","UAP1","hurdle",0.00661848341695419,5.147645,6.977789,1.830144,0.454
"1535","RNASEH1","hurdle",0.372896997204756,3.935672,4.462343,0.526671,0.454
"1531","RMND1","hurdle",0.00930859224831287,3.663264,5.178361,1.515097,0.454
"1203","NAT10","hurdle",0.445155699362755,4.806718,5.469958,0.66324,0.454
"290","CCNY","hurdle",0.513693465540542,4.857925,5.393843,0.535918000000001,0.454
"490","DTWD1","hurdle",0.764999657011561,5.387382,6.007245,0.619863,0.453
"119","ATG16L1","hurdle",0.197587492811997,4.162914,4.702904,0.53999,0.453
"2003","XAF1","hurdle",0.20021044814744,4.956756,6.135909,1.179153,0.452
"621","FNIP2","hurdle",0.718583595365971,5.506868,6.111773,0.604905,0.452
"618","FMR1","hurdle",0.347310992843997,6.525657,7.101421,0.575764,0.452
"384","CPD","hurdle",0.436628591058097,5.705388,6.691007,0.985619,0.452
"1412","PPFIA2","hurdle",0.691304368461696,7.137162,7.6692,0.532038,0.45
"1372","PLA2G12A","hurdle",0.159494568298859,3.796391,5.630651,1.83426,0.45
"1293","PACRGL","hurdle",0.0511927401536357,2.14961,3.450661,1.301051,0.45
"55","ALKBH1","hurdle",0.0298770277071413,3.957748,6.248771,2.291023,0.45
"2070","ZNF429","hurdle",0.737610557001627,5.148559,5.761994,0.613435,0.449
"414","CTPS","hurdle",0.0491754829129954,4.389149,5.776689,1.38754,0.449
"409","CSRP2BP","hurdle",0.538953518093507,4.370984,5.041477,0.670493,0.449
"2058","ZNF23","hurdle",0.102134707375051,6.094415,7.320826,1.226411,0.448
"945","LOC100505696","hurdle",0.0687100842445885,3.891208,5.538814,1.647606,0.448
"835","KCTD7","hurdle",0.439682699744563,3.558928,4.522865,0.963937,0.448
"563","FAM190A","hurdle",0.311265556553779,4.932012,5.632268,0.700256,0.448
"1054","MAP2K4","hurdle",0.376419585126989,5.670061,6.242433,0.572372000000001,0.447
"389","CPSF6","hurdle",0.570518263198154,5.97794,7.221748,1.243808,0.447
"1569","RTTN","hurdle",0.158534491089172,5.136935,6.44368,1.306745,0.446
"1502","RBBP9","hurdle",0.0374619081657244,3.806081,4.623841,0.81776,0.446
"586","FBXO22","hurdle",0.0455091829077801,4.049037,5.495056,1.446019,0.446
"477","DNAJC10","hurdle",0.423047348967277,6.415272,7.135453,0.720181,0.446
"140","BCCIP","hurdle",0.192306257421236,5.356458,6.007245,0.650787,0.446
"1851","TM2D1","hurdle",0.353918503910702,5.220031,5.736665,0.516634000000001,0.445
"1587","SCN4B","hurdle",0.0216430749499533,1.923295,4.004002,2.080707,0.445
"1567","RSAD1","hurdle",0.155658633040769,3.564419,4.288687,0.724268,0.445
"2069","ZNF420","hurdle",0.0438920425364099,5.025059,5.782525,0.757466,0.444
"2034","ZFP91","hurdle",0.476586595426815,5.743405,6.285197,0.541792,0.444
"1828","TDG","hurdle",0.0499508903801335,4.624863,5.459067,0.834204,0.444
"828","KCNJ13","hurdle",0.437437935024229,4.095608,4.724286,0.628678,0.444
"443","DDHD2","hurdle",0.697289527403697,5.798907,6.662016,0.863109000000001,0.444
"48","AKD1","hurdle",0.190136797420806,4.011671,4.564107,0.552436,0.443
"2118","ZUFSP","hurdle",0.12570019928119,4.802464,7.981028,3.178564,0.442
"726","HIBCH","hurdle",0.151113453933745,5.696246,6.241374,0.545128,0.442
"319","CEP120","hurdle",0.505450265630428,4.270137,5.200326,0.930188999999999,0.442
"903","LIN54","hurdle",0.591953887205996,4.410649,5.75013,1.339481,0.441
"476","DNAJB4","hurdle",0.0646012052908032,7.577109,8.086814,0.509705,0.44
"395","CREG1","hurdle",0.624839348352912,4.745793,6.059855,1.314062,0.44
"204","C2orf29","hurdle",0.0595330447672274,3.723407,4.981853,1.258446,0.44
"1521","RGS2","hurdle",0.51035364319941,6.902999,8.131514,1.228515,0.439
"1307","PARP4","hurdle",0.0833513421487779,4.498848,5.347351,0.848503,0.439
"762","IDE","hurdle",0.332418952240401,5.411322,6.186307,0.774985,0.439
"1796","SYF2","hurdle",0.0165335167501586,5.157368,5.872829,0.715461,0.438
"1421","PPP2R3C","hurdle",0.121679893143534,5.446442,6.081321,0.634879,0.438
"284","CCDC77","hurdle",0.00864553795313856,2.807895,5.26637,2.458475,0.438
"1644","SLC20A1","hurdle",0.546396594143695,6.727599,7.614219,0.886620000000001,0.437
"1495","RASA1","hurdle",0.815157228447463,7.283312,8.185371,0.902059,0.437
"1192","MYO16","hurdle",0.179462921655976,3.72136,4.41804,0.696680000000001,0.437
"1099","MGC27345","hurdle",0.586891570547543,5.53674,6.697971,1.161231,0.437
"852","KIAA1432","hurdle",0.454204165983376,4.692876,5.656306,0.96343,0.437
"245","CACNB4","hurdle",0.547854973100115,5.880416,6.441838,0.561421999999999,0.437
"2052","ZNF211","hurdle",0.0414210232711785,5.476001,7.183112,1.707111,0.436
"1678","SMC6","hurdle",0.58698056279879,5.456198,5.992215,0.536017,0.436
"1292","PABPC4","hurdle",0.260327717616179,4.321847,5.187187,0.86534,0.436
"686","GOLT1B","hurdle",0.439227196066325,6.312897,6.904752,0.591855,0.436
"367","CNOT7","hurdle",0.385229401007144,5.92423,6.621075,0.696845000000001,0.436
"118","ATF7IP","hurdle",0.564565629824952,5.85935,6.861294,1.001944,0.436
"1299","PANK1","hurdle",0.136544739308125,2.256377,2.770242,0.513865,0.435
"1864","TMEM135","hurdle",0.275646475154547,5.297502,7.004876,1.707374,0.434
"410","CSTF1","hurdle",0.0505537028277725,4.354703,5.162783,0.80808,0.434
"1438","PROSER1","hurdle",0.106062604550141,5.077528,6.279017,1.201489,0.433
"2006","XPA","hurdle",0.0288628652199499,4.413694,5.62579,1.212096,0.432
"1802","TADA1","hurdle",0.2056218218937,5.039096,6.214643,1.175547,0.432
"460","DIEXF","hurdle",0.459717567060247,4.472804,5.058413,0.585609,0.432
"1900","TRAPPC11","hurdle",0.0452645259983139,5.564979,6.669121,1.104142,0.43
"849","KIAA1147","hurdle",0.367580746077203,4.607679,5.684632,1.076953,0.429
"380","COMMD8","hurdle",0.0223969359343844,4.179111,5.757557,1.578446,0.429
"2099","ZNF682","hurdle",0.0566368937063212,4.306091,4.854661,0.54857,0.428
"547","EXOG","hurdle",0.0735144022041386,4.402241,4.963988,0.561747,0.427
"504","EDEM3","hurdle",0.514888588352043,5.764332,6.434443,0.670111,0.427
"157","BRP44L","hurdle",0.507688169967656,6.391655,6.909426,0.517771,0.426
"423","CWF19L1","hurdle",0.239175442240179,4.141642,5.759037,1.617395,0.424
"1635","SKIV2L2","hurdle",0.314950740254514,6.314052,6.816486,0.502434,0.423
"1104","MGST2","hurdle",0.0280324251801106,3.472974,4.195523,0.722549,0.423
"864","KLF9","hurdle",0.0552333317588752,7.037941,7.870639,0.832698,0.423
"1937","UBAP2L","hurdle",0.0245047427333653,5.420183,5.95523,0.535047,0.421
"506","EFCAB2","hurdle",0.10693133178145,3.800275,5.162783,1.362508,0.421
"1593","SEC11A","hurdle",0.185291114083415,4.362866,4.887525,0.524659,0.42
"1251","NT5C3","hurdle",0.412956493255453,5.175722,6.54243,1.366708,0.42
"326","CEP68","hurdle",0.396321387186505,5.881149,6.401638,0.520489,0.42
"230","C6orf70","hurdle",0.125683486217438,5.255826,6.236067,0.980241,0.419
"759","HUS1","hurdle",0.0722572082621417,4.436333,5.056005,0.619672,0.416
"1991","WDR61","hurdle",0.284125259897328,5.770879,7.072535,1.301656,0.412
"2048","ZNF138","hurdle",0.0136215048849295,5.309542,6.11871,0.809168,0.411
"1812","TANK","hurdle",0.180769276040988,6.067435,6.603874,0.536439000000001,0.411
"1364","PIGL","hurdle",0.0129302808638549,3.309283,3.953162,0.643879,0.405
"26","ADAM20","hurdle",0.0237174119567261,4.534725,6.801475,2.26675,0.404
"557","FAM120A","hurdle",0.259030182487363,5.793559,6.348531,0.554972,0.402
"47","AKAP7","hurdle",0.184431988149332,5.117922,6.226466,1.108544,0.402
"457","DHX33","hurdle",0.0392108369026608,6.180446,6.788483,0.608037,0.401
"1408","PPAP2A","hurdle",0.00349050517246575,4.995213,6.096627,1.101414,0.397
"652","GBAS","hurdle",0.296309114261972,5.974507,6.637269,0.662762,0.396
"1951","UGGT1","hurdle",0.0592351383710302,5.147798,6.28314,1.135342,0.395
"2007","XPO4","hurdle",0.250839151206754,5.139084,6.174149,1.035065,0.394
"1566","RRP1B","hurdle",0.0887246066113288,3.813402,5.438884,1.625482,0.392
"1368","PIP4K2B","hurdle",0.212990267603779,5.284668,5.913288,0.62862,0.391
"247","CADPS","hurdle",0.0064301687949356,6.948507,7.484622,0.536115,0.39
"2038","ZMAT2","hurdle",0.0163661019114331,4.446281,5.95523,1.508949,0.389
"470","DMXL2","hurdle",0.192671713739312,7.173249,7.819753,0.646504,0.388
"328","CEPT1","hurdle",0.00865516203054042,4.958321,5.597928,0.639607,0.387
"1959","USP39","hurdle",0.00276273014987797,4.751221,5.684632,0.933411,0.381
"1862","TMEM127","hurdle",0.00263330859038321,4.182091,5.47357,1.291479,0.377
"564","FAM200B","hurdle",0.0876266466859156,5.13755,6.731545,1.593995,0.374
"1461","PTPN2","hurdle",0.0853552395454866,5.461971,6.024586,0.562615,0.369
"847","KIAA0825","hurdle",0.00890892118358268,4.222884,6.719427,2.496543,0.367
"1867","TMEM161B","hurdle",0.00210255771339626,4.510749,5.011973,0.501224000000001,0.361
"271","CBWD2","hurdle",0.0910384973273938,3.286759,4.100604,0.813845,0.355
"171","C11orf46","hurdle",0.0018589859024451,5.47782,6.521644,1.043824,0.355
"1616","SFXN1","hurdle",0.0478901762790746,5.546946,6.28108,0.734134,0.352
"1547","RNF169","hurdle",6.86529462179529e-05,3.082496,5.19158,2.109084,0.349
"478","DNAJC13","hurdle",0.00104646928100385,5.944551,7.21583,1.271279,0.328
"1827","TCTN2","hurdle",0.0011632881392597,3.067105,4.081794,1.014689,0.308
"1560","RPL14","hurdle",0.00303565283326429,4.862947,5.814209,0.951262,0.265
"220","C5orf42","hurdle",0.00071929379574989,7.354607,7.929357,0.574750000000001,0.262
