"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.oligodendrocytes","log2fold_change","Auc"
"2279","PPP1R8","hurdle",0.199786148723861,2.974737,5.291037,2.3163,0.532
"1976","NCOA6","hurdle",0.484352383670653,5.905011,6.688269,0.783258,0.532
"1973","NCAPH2","hurdle",0.669997891016256,2.710469,3.725913,1.015444,0.532
"1906","MRS2P2","hurdle",0.633365017750041,3.249894,5.114893,1.864999,0.532
"1726","MAD1L1","hurdle",0.496223780264752,1.812685,4.78522,2.972535,0.532
"1707","LRRC58","hurdle",0.141754778095498,5.743998,6.70292,0.958921999999999,0.532
"1686","LOC729264","hurdle",0.0623210056050169,-2.9619563,-0.6156593,2.346297,0.532
"1634","LOC201617","hurdle",0.00524993147975883,-3.105388,2.437172,5.54256,0.532
"1575","LOC100131060","hurdle",0.304976551716278,0.2693482,2.2974231,2.0280749,0.532
"906","EIF3G","hurdle",0.590135698133025,4.030236,4.93546,0.905224,0.532
"725","CTPS","hurdle",0.490463014111417,4.432554,5.037243,0.604689,0.532
"464","CASKIN2","hurdle",0.436837894177004,2.255837,2.8906,0.634763,0.532
"369","C1orf124","hurdle",0.261886947613728,3.138897,4.131018,0.992121,0.532
"293","BTN2A2","hurdle",0.0808325704177841,-1.846129,4.321548,6.167677,0.532
"194","ASB13","hurdle",0.275869083508626,1.63791,5.03029,3.39238,0.532
"152","AQP6","hurdle",0.141279246766198,-1.0941222,0.6050701,1.6991923,0.532
"87","ALB","hurdle",0.300814143159786,1.238242,2.415986,1.177744,0.532
"3358","ZNF431","hurdle",0.600457397363038,2.647543,3.455284,0.807741,0.531
"2988","TK1","hurdle",0.151032686553476,-2.4988059,-0.7369656,1.7618403,0.531
"2911","TAF7","hurdle",0.749498196321272,7.03586,7.844631,0.808771,0.531
"2904","TAF10","hurdle",0.537141411209838,1.243186,2.142671,0.899485,0.531
"2860","STAG1","hurdle",0.123207837557616,5.107712,5.62997,0.522258,0.531
"2809","SPATA5","hurdle",0.0726597500581804,2.281293,4.516612,2.235319,0.531
"2716","SLC5A1","hurdle",0.137524719219666,-3.055976,-2.482393,0.573583,0.531
"2664","SHKBP1","hurdle",0.274375349743234,-0.4669714,2.9008033,3.3677747,0.531
"2507","ROM1","hurdle",0.108953775557849,-1.8672833,0.03005723,1.89734053,0.531
"2145","PDCL","hurdle",0.728148776400903,5.380406,6.793321,1.412915,0.531
"1910","MSH4","hurdle",0.145748831841877,-0.2224898,3.4861046,3.7085944,0.531
"1859","MMACHC","hurdle",0.148306420732594,1.359289,3.790443,2.431154,0.531
"1818","MIR181A2HG","hurdle",0.367681650900897,0.6127297,1.3035885,0.6908588,0.531
"1712","LRRTM3","hurdle",0.522579196967382,5.726233,6.439798,0.713565,0.531
"1294","HMG20B","hurdle",0.111542763951211,-1.9779737,0.1716114,2.1495851,0.531
"1151","GBE1","hurdle",0.358438925083234,3.712832,4.362728,0.649896,0.531
"924","ELOVL7","hurdle",0.404299386543764,3.530251,4.08478,0.554529,0.531
"883","EEA1","hurdle",0.555655276046611,7.059786,7.600656,0.54087,0.531
"857","DSG1","hurdle",0.106193656798536,-3.0082,-2.482393,0.525807,0.531
"720","CTDSP1","hurdle",0.325486765966675,1.282134,2.80627,1.524136,0.531
"559","CDKN2B","hurdle",0.115402707580421,0.3540432,3.5843296,3.2302864,0.531
"496","CCDC61","hurdle",0.29286078576793,-0.092253,1.088356,1.180609,0.531
"449","CACNA2D4","hurdle",0.149807667908844,-2.566391753,-0.007613184,2.558778569,0.531
"438","C9orf25","hurdle",0.712933149484089,2.788627,4.25152,1.462893,0.531
"3425","ZNHIT2","hurdle",0.136665094701843,-1.4453366,0.2374993,1.6828359,0.53
"3395","ZNF629","hurdle",0.725671182781687,2.489073,3.921496,1.432423,0.53
"3179","UBE4B","hurdle",0.428522572199026,5.44297,6.330351,0.887381,0.53
"3085","TPST1","hurdle",0.688072426148741,3.76274,4.448692,0.685952,0.53
"2976","TIGD1","hurdle",0.621817342905035,3.084161,3.953706,0.869545,0.53
"2761","SNORA41","hurdle",0.358063125000605,-0.01940479,1.42166624,1.44107103,0.53
"2734","SMARCD1","hurdle",0.404041321165557,2.154527,2.693414,0.538887,0.53
"2552","S1PR2","hurdle",0.559053129921812,3.414508,4.285013,0.870505,0.53
"2394","RABIF","hurdle",0.617822281230904,3.748035,4.956399,1.208364,0.53
"2085","OR6W1P","hurdle",0.0169004430776041,-2.8315035,-0.3506871,2.4808164,0.53
"2081","OR2L13","hurdle",0.00456340706934929,0.01568478,4.00189704,3.98621226,0.53
"1957","NALCN","hurdle",0.708420565928663,5.658235,6.259272,0.601037,0.53
"1914","MTCP1NB","hurdle",0.482237243074725,0.8772276,1.6685491,0.7913215,0.53
"1911","MSH6","hurdle",0.795200261821319,5.412576,6.351892,0.939316000000001,0.53
"1637","LOC255512","hurdle",0.14142675112947,-1.1320235,0.6780719,1.8100954,0.53
"1497","KPNA3","hurdle",0.780073742701618,6.205161,7.069994,0.864833,0.53
"1110","FOXO4","hurdle",0.054111922521512,-2.9619563,-0.1269121,2.8350442,0.53
"840","DOCK4","hurdle",0.776559505064457,6.647514,7.319743,0.672229,0.53
"758","DBR1","hurdle",0.625507497996061,3.24189,3.833689,0.591799,0.53
"647","CNTD1","hurdle",0.429431719700794,2.65776,3.734496,1.076736,0.53
"556","CDKN2A","hurdle",0.0669485601484603,-3.0082005,0.3005091,3.3087096,0.53
"373","C1orf162","hurdle",0.589809942986899,2.623101,3.734496,1.111395,0.53
"310","C11orf30","hurdle",0.650973277100884,4.421421,5.045314,0.623893000000001,0.53
"3225","VPS37A","hurdle",0.736950805391024,4.555632,5.720595,1.164963,0.529
"3122","TSPAN1","hurdle",0.193188394275067,-1.3529232,-0.5586284,0.7942948,0.529
"3070","TOR1AIP1","hurdle",0.796786805109754,6.413145,6.996377,0.583232,0.529
"3010","TMEM140","hurdle",0.167693334491801,0.1793692,4.9746259,4.7952567,0.529
"2747","SNHG11","hurdle",0.63777927455905,3.147491,4.531464,1.383973,0.529
"2624","SERPINB8","hurdle",0.514382819958055,3.229488,4.509962,1.280474,0.529
"2377","RAB14","hurdle",0.254182993515272,6.774904,7.842317,1.067413,0.529
"2292","PRAF2","hurdle",0.707435582075602,3.401301,4.247528,0.846227,0.529
"2262","PPCS","hurdle",0.0420183872871152,3.750207,4.980651,1.230444,0.529
"2016","NIPBL","hurdle",0.874918623172066,6.736748,7.631043,0.894295,0.529
"1477","KLF15","hurdle",0.647384137198783,1.723528,2.639598,0.91607,0.529
"1270","HECW2","hurdle",0.695269982527757,4.598455,6.117739,1.519284,0.529
"1219","GRB10","hurdle",0.41672712241822,3.931101,4.920494,0.989393,0.529
"1174","GLRX3","hurdle",0.746187359560025,4.624972,5.568096,0.943124,0.529
"1127","FXYD4","hurdle",0.190580584475988,-1.668525,1.899786,3.568311,0.529
"1040","FAM8A1","hurdle",0.794206525114792,5.776861,6.655126,0.878265,0.529
"407","C4orf32","hurdle",0.301775445827352,0.0611815,3.3400375,3.278856,0.529
"406","C4orf27","hurdle",0.571589196063261,4.447354,5.062458,0.615104000000001,0.529
"383","C1orf88","hurdle",0.418994575736621,2.381093,3.42379,1.042697,0.529
"6","ABCC13","hurdle",0.213644706225921,-3.0082,-2.284453,0.723747,0.529
"3417","ZNF787","hurdle",0.0972036565750105,-2.7506591,-0.5586284,2.1920307,0.528
"3394","ZNF627","hurdle",0.0574130399383568,4.402489,6.116645,1.714156,0.528
"3297","ZFP1","hurdle",0.659498896676161,4.255807,5.79633,1.540523,0.528
"3273","YY1","hurdle",0.841562568205905,5.490645,6.233266,0.742621000000001,0.528
"3232","WAPAL","hurdle",0.541174277138486,5.851188,6.42264,0.571452000000001,0.528
"3128","TSPAN8","hurdle",0.194406487570133,1.510449,3.064048,1.553599,0.528
"3019","TMEM181","hurdle",0.601021118447957,4.698574,5.664812,0.966238000000001,0.528
"2833","SPTY2D1","hurdle",0.75569007565002,4.254889,6.683844,2.428955,0.528
"2767","SNORA70G","hurdle",0.183550541178924,-1.461331,1.22456,2.685891,0.528
"2753","SNORA16A","hurdle",0.0748560269713243,-2.961956,-1.687213,1.274743,0.528
"2699","SLC35D1","hurdle",0.285674135550103,3.154068,4.377416,1.223348,0.528
"2559","SAP30","hurdle",0.193198163548269,2.361905,3.313551,0.951646,0.528
"2512","RPL13AP17","hurdle",0.429692715890747,1.430361,2.915974,1.485613,0.528
"2105","PACSIN3","hurdle",0.120773505780969,-1.764484,2.444165,4.208649,0.528
"1996","NF1","hurdle",0.667010901200388,6.721996,7.37385,0.651854,0.528
"1982","NDP","hurdle",0.386686520529433,4.288454,5.402047,1.113593,0.528
"1972","NCAPH","hurdle",0.108286059107104,-2.961956,1.088356,4.050312,0.528
"1923","MTMR2","hurdle",0.0475626241484893,4.773309,6.768463,1.995154,0.528
"1851","MIS18A","hurdle",0.559578388104615,1.645397,3.235082,1.589685,0.528
"1646","LOC285456","hurdle",0.05829036653989,-1.323389,2.185032,3.508421,0.528
"1595","LOC100289650","hurdle",0.0194642389865184,-2.0978678,0.7016074,2.7994752,0.528
"1403","JOSD2","hurdle",0.191767272531475,0.8221315,2.6088092,1.7866777,0.528
"1383","IRF2BP1","hurdle",0.154823456207286,0.04994112,2.05402588,2.00408476,0.528
"811","DISC1","hurdle",0.520752939538339,1.580478,2.281893,0.701415,0.528
"733","CWC25","hurdle",0.068080915836276,4.300657,5.851289,1.550632,0.528
"596","CHEK1","hurdle",0.588468859300008,1.033771,2.663764,1.629993,0.528
"309","C11orf24","hurdle",0.474915699661584,0.7405824,2.8854716,2.1448892,0.528
"157","ARF1","hurdle",0.802071682286515,6.777888,7.311163,0.533275,0.528
"137","APBA3","hurdle",0.0618782407919713,-0.7516422,3.8176233,4.5692655,0.528
"3339","ZNF280D","hurdle",0.111698850831866,6.453159,7.449431,0.996271999999999,0.527
"3189","UCHL3","hurdle",0.488996248988524,3.961413,4.990238,1.028825,0.527
"3175","UBE2M","hurdle",0.333636471612416,0.4122604,1.5176072,1.1053468,0.527
"3028","TMEM209","hurdle",0.745365242549678,6.243054,7.01058,0.767526,0.527
"2814","SPEN","hurdle",0.10405648149836,7.153104,7.756258,0.603154,0.527
"2770","SNORD11","hurdle",0.605973577265655,1.050787,1.837412,0.786625,0.527
"2438","RBP3","hurdle",0.259580675233672,-1.6318594,0.2049315,1.8367909,0.527
"2299","PRIC285","hurdle",0.291628124921784,-2.674106,-2.110424,0.563682,0.527
"2239","POLA2","hurdle",0.292931535638789,-1.1448819,0.6298167,1.7746986,0.527
"2224","PLOD3","hurdle",0.445363236386008,2.140024,3.045774,0.90575,0.527
"2175","PHF8","hurdle",0.716960804662264,3.737564,4.869456,1.131892,0.527
"2133","PCGF3","hurdle",0.822974778275093,4.150882,5.113797,0.962915,0.527
"1777","MEA1","hurdle",0.70869450696441,5.223075,5.997506,0.774431,0.527
"1459","KIAA1737","hurdle",0.499255162007043,6.131009,6.822462,0.691453,0.527
"1443","KIAA0391","hurdle",0.795059786635716,4.984899,6.080635,1.095736,0.527
"1208","GPR107","hurdle",0.660049547141826,4.535877,6.01757,1.481693,0.527
"1011","FAM207A","hurdle",0.295538918813719,-1.4613312,-0.3030691,1.1582621,0.527
"474","CBX6","hurdle",0.541577062101284,1.536858,2.289679,0.752821,0.527
"82","AKIRIN1","hurdle",0.819545831127664,4.499672,5.338725,0.839053,0.527
"2","AATF","hurdle",0.619220534181059,3.027982,4.020731,0.992748999999999,0.527
"3430","ZSCAN29","hurdle",0.225746023864531,2.558139,4.831291,2.273152,0.526
"3185","UBTD1","hurdle",0.309973108951931,-1.5104071,-0.3030691,1.207338,0.526
"3049","TMEM95","hurdle",0.00832084725856164,-3.32192809,0.06676901,3.3886971,0.526
"2948","TEKT4P2","hurdle",0.0200417140224698,-1.61387,2.45805,4.07192,0.526
"2922","TATDN1","hurdle",0.093518460192716,3.863288,5.197915,1.334627,0.526
"2877","STX16","hurdle",0.803355385060393,5.85058,6.587649,0.737069,0.526
"2707","SLC39A6","hurdle",0.495714166724119,6.523479,7.110119,0.58664,0.526
"2657","SH3PXD2B","hurdle",0.319567046762482,4.426591,5.860466,1.433875,0.526
"2634","SETX","hurdle",0.461716832233256,6.900339,7.482925,0.582586,0.526
"2545","RWDD1","hurdle",0.186225567069634,4.60447,5.583221,0.978751,0.526
"2531","RPS6KC1","hurdle",0.523942177840955,5.151424,6.024002,0.872578000000001,0.526
"2372","QSOX1","hurdle",0.288368692798754,1.159373,2.134048,0.974675,0.526
"2325","PSG10P","hurdle",0.220394820297312,-1.197493,2.168237,3.36573,0.526
"2308","PROK1","hurdle",0.00832084725856176,-3.321928,-2.482393,0.839535,0.526
"2198","PIP","hurdle",0.00832084725856164,-3.32192809,0.03005723,3.35198532,0.526
"2139","PCP2","hurdle",0.00832084725856117,-3.321928,-2.482393,0.839535,0.526
"2136","PCK1","hurdle",0.00832084725856162,-3.321928,-2.711875,0.610053,0.526
"1913","MTCP1","hurdle",0.00141035769967264,-2.001169,4.233468,6.234637,0.526
"1883","MRPL22","hurdle",0.802736346191803,4.671784,5.489151,0.817367,0.526
"1848","MIRLET7A1","hurdle",0.00832084725856117,-3.321928,-1.569856,1.752072,0.526
"1839","MIR548W","hurdle",0.00832084725856186,-3.321928,1.22456,4.546488,0.526
"1832","MIR4271","hurdle",0.00832084725856188,-3.3219281,-0.3506871,2.971241,0.526
"1689","LOC729966","hurdle",0.00832084725856106,-3.321928,-1.569856,1.752072,0.526
"1574","LOC100130964","hurdle",0.00832084725856253,-3.321928,-2.711875,0.610053,0.526
"1374","IP6K1","hurdle",0.793769082344254,4.110876,4.638988,0.528112,0.526
"1232","GTF3A","hurdle",0.776836125601103,4.710447,6.474795,1.764348,0.526
"1137","GABPB1","hurdle",0.299297511157388,3.444326,4.080299,0.635973,0.526
"859","DTWD1","hurdle",0.73366116514599,5.324656,6.00166,0.677004,0.526
"825","DNAH11","hurdle",0.404355221056305,0.09438653,4.25351163,4.1591251,0.526
"759","DCAF12L1","hurdle",0.0083208472585612,-3.321928,-2.711875,0.610053,0.526
"716","CSTL1","hurdle",0.00832084725856186,-3.321928,-2.711875,0.610053,0.526
"538","CDC42SE1","hurdle",0.104859385969681,4.986558,5.512626,0.526068,0.526
"436","C9orf169","hurdle",0.00832084725856182,-3.321928,-2.711875,0.610053,0.526
"302","C10orf120","hurdle",0.00832084725856109,-3.321928,-2.711875,0.610053,0.526
"184","ARMC4","hurdle",0.457683843466434,0.5502826,3.1218879,2.5716053,0.526
"155","ARC","hurdle",0.358732914368692,1.265223,3.670339,2.405116,0.526
"3173","UBE2J2","hurdle",0.187267869875663,0.6165444,1.9299903,1.3134459,0.525
"3168","UBE2D1","hurdle",0.392822472021008,3.488188,5.928744,2.440556,0.525
"3143","TTLL11","hurdle",0.474906387320115,2.157148,3.558783,1.401635,0.525
"3120","TSGA10","hurdle",0.790389011126563,3.391316,3.989999,0.598683,0.525
"2602","SEMA4C","hurdle",0.649105969282516,-0.3506871,0.6780719,1.028759,0.525
"2373","QSOX2","hurdle",0.719424487435671,1.884048,3.637159,1.753111,0.525
"2245","POLR1B","hurdle",0.771750821553944,3.707477,5.553619,1.846142,0.525
"2126","PBLD","hurdle",0.163594478711743,3.805142,5.201015,1.395873,0.525
"2053","NUBPL","hurdle",0.0699588989388202,4.267075,5.503449,1.236374,0.525
"1886","MRPL35","hurdle",0.69736882463626,4.997387,5.887012,0.889625000000001,0.525
"1602","LOC100505839","hurdle",0.512176952907256,1.712876,3.661366,1.94849,0.525
"1555","LMCD1","hurdle",0.370383733641281,0.6541461,4.2927817,3.6386356,0.525
"1147","GAS1","hurdle",0.439529937801289,1.656557,2.880325,1.223768,0.525
"1144","GALNTL2","hurdle",0.0423104375702483,3.915316,5.60912,1.693804,0.525
"644","CNN2","hurdle",0.376566402561793,-0.1365109,1.4216662,1.5581771,0.525
"599","CHMP1A","hurdle",0.750183396916022,2.227432,4.503282,2.27585,0.525
"140","APIP","hurdle",0.120609611616767,3.746295,4.76302,1.016725,0.525
"3424","ZNF93","hurdle",0.516018562850359,0.7016074,2.7109152,2.0093078,0.524
"3387","ZNF599","hurdle",0.551231712620064,2.186957,3.017922,0.830965,0.524
"3364","ZNF486","hurdle",0.4000574678154,-1.1841591,0.4188291,1.6029882,0.524
"3084","TPRX1","hurdle",0.0353776890517166,-3.264671,-2.711875,0.552796,0.524
"2921","TAS2R39","hurdle",0.0353776890517139,-2.37245,2.159765,4.532215,0.524
"2854","SSX6","hurdle",0.0353776890517172,-3.264671,-2.711875,0.552796,0.524
"2804","SP110","hurdle",0.536674748365516,3.389087,3.93893,0.549843,0.524
"2726","SLITRK6","hurdle",0.035377689051717,-3.264671,-2.711875,0.552796,0.524
"2623","SERPINB11","hurdle",0.0353776890517148,-3.264671,-2.482393,0.782278,0.524
"2566","SAYSD1","hurdle",0.52860879556533,2.157148,3.93397,1.776822,0.524
"2550","S100A7","hurdle",0.0353776890517128,-3.264671,-2.711875,0.552796,0.524
"2456","REREP3","hurdle",0.0353776890517142,-3.264671,3.609431,6.874102,0.524
"2352","PTPRH","hurdle",0.306932672017552,-0.2293207,1.1749782,1.4042989,0.524
"2243","POLK","hurdle",0.240514085367664,5.795699,6.742106,0.946407,0.524
"2135","PCGF6","hurdle",0.346114661064669,2.516893,3.963474,1.446581,0.524
"2087","OR8J3","hurdle",0.0353776890517164,-3.264671,-2.711875,0.552796,0.524
"2083","OR4K13","hurdle",0.0353776890517143,-3.264671,-2.711875,0.552796,0.524
"2080","OR2C3","hurdle",0.035377689051717,-3.264671,-2.711875,0.552796,0.524
"2078","OPA3","hurdle",0.680191028698265,2.906267,3.682218,0.775951,0.524
"1942","MYO18B","hurdle",0.32671143645435,-1.9326734,0.6541461,2.5868195,0.524
"1887","MRPL39","hurdle",0.752720964694937,5.49635,6.260759,0.764409000000001,0.524
"1881","MRGPRE","hurdle",0.035377689051715,-3.264671,-2.711875,0.552796,0.524
"1828","MIR3648","hurdle",0.0353776890517161,-3.264671,-2.711875,0.552796,0.524
"1819","MIR181B1","hurdle",0.0353776890517156,-3.209599,-2.284453,0.925146,0.524
"1813","MIR1278","hurdle",0.0353776890517146,-1.910546,1.668549,3.579095,0.524
"1640","LOC283624","hurdle",0.514670901014737,5.945095,6.732498,0.787402999999999,0.524
"1606","LOC100506190","hurdle",0.694451346921508,1.756747,2.394485,0.637738,0.524
"1593","LOC100287814","hurdle",0.0353776890517166,-3.264671,-1.266075,1.998596,0.524
"1584","LOC100133612","hurdle",0.0353776890517135,-3.264671,-2.711875,0.552796,0.524
"1539","LINC00113","hurdle",0.0353776890517143,-3.264671,1.969303,5.233974,0.524
"1502","KRT75","hurdle",0.0353776890517151,-3.264671,-2.711875,0.552796,0.524
"1474","KIR2DS4","hurdle",0.0353776890517161,-3.264671,-2.711875,0.552796,0.524
"1427","KCNQ1DN","hurdle",0.0353776890517162,-3.264671,-1.814968,1.449703,0.524
"1239","GTSF1","hurdle",0.0353776890517136,-3.0082,-1.461331,1.546869,0.524
"1173","GLO1","hurdle",0.773891337357522,6.574564,7.101575,0.527011000000001,0.524
"1169","GJD3","hurdle",0.0353776890517154,-3.264671,-2.711875,0.552796,0.524
"1073","FGFBP1","hurdle",0.0353776890517145,-3.264671,-2.711875,0.552796,0.524
"950","ERO1L","hurdle",0.00307210429926835,3.055643,4.691358,1.635715,0.524
"936","ENTHD1","hurdle",0.0353776890517158,-3.0082,-1.955146,1.053054,0.524
"774","DDX23","hurdle",0.736684054843467,4.396955,5.663315,1.26636,0.524
"702","CRX","hurdle",0.0353776890517165,-3.264671,-2.711875,0.552796,0.524
"392","C21orf91-OT1","hurdle",0.0353776890517145,-3.264671,1.826749,5.09142,0.524
"322","C12orf45","hurdle",0.275424208756981,3.351241,4.169503,0.818262,0.524
"304","C10orf25","hurdle",0.386110857354738,0.2886037,1.1580648,0.8694611,0.524
"294","BTNL3","hurdle",0.0353776890517165,-3.264671,-2.482393,0.782278,0.524
"284","BRSK1","hurdle",0.0680654435184647,-2.073079,1.015107,3.088186,0.524
"191","ART1","hurdle",0.0353776890517142,-3.264671,-2.711875,0.552796,0.524
"131","ANXA9","hurdle",0.157668061645888,-0.3960824,2.3051257,2.7012081,0.524
"89","ALDH16A1","hurdle",0.703911041551176,2.153215,3.542584,1.389369,0.524
"3397","ZNF642","hurdle",0.543643049070207,1.560814,3.413138,1.852324,0.523
"3234","WASH1","hurdle",0.6007947163639,0.1161061,0.747557,0.6314509,0.523
"3025","TMEM199","hurdle",0.335494373838875,4.032379,5.281308,1.248929,0.523
"2972","THOC2","hurdle",0.470867692318068,7.490577,8.073268,0.582691000000001,0.523
"2851","SSH3","hurdle",0.677548869626394,0.6907926,1.3340262,0.6432336,0.523
"2555","SAMD3","hurdle",0.460002601596005,-0.3656607,1.6444635,2.0101242,0.523
"2349","PTPN12","hurdle",0.414728634265356,5.554552,6.782671,1.228119,0.523
"2241","POLE3","hurdle",0.678625632921408,5.228538,6.144819,0.916281,0.523
"2192","PIH1D1","hurdle",0.848507503871061,3.950876,4.560715,0.609839,0.523
"2059","NUF2","hurdle",0.454858737196783,-0.524621,1.240716,1.765337,0.523
"1894","MRPL50","hurdle",0.75130154513402,4.87255,5.816681,0.944131,0.523
"1835","MIR4712","hurdle",0.411419453448785,0.1896485,1.9399194,1.7502709,0.523
"1414","KBTBD2","hurdle",0.0389231360687883,5.666193,7.266984,1.600791,0.523
"925","EMR2","hurdle",0.573364349555479,3.136906,4.883672,1.746766,0.523
"876","EBAG9","hurdle",0.564123286507914,3.942163,5.922498,1.980335,0.523
"694","CREB1","hurdle",0.556525650790396,5.667458,6.632345,0.964887,0.523
"503","CCDC90B","hurdle",0.880798874881263,5.794121,7.178285,1.384164,0.523
"411","C5orf27","hurdle",0.456012572857084,-0.3432582,0.9770389,1.3202971,0.523
"362","C19orf42","hurdle",0.892420795103186,5.225887,5.836084,0.610196999999999,0.523
"68","AGMO","hurdle",0.459712055310958,1.045137,3.003792,1.958655,0.523
"44","ADAMTS8","hurdle",0.23087293824706,1.039465,4.211094,3.171629,0.523
"3427","ZNRD1-AS1","hurdle",0.503026124683234,-1.0817065,-0.3999306,0.6817759,0.522
"3212","UTP15","hurdle",0.466700341931846,3.393541,5.323636,1.930095,0.522
"3135","TTC23L","hurdle",0.491583217849125,0.8740443,1.4074243,0.53338,0.522
"3071","TOR1B","hurdle",0.432020133509387,3.158654,4.128849,0.970195,0.522
"2983","TINF2","hurdle",0.650089392732552,4.376292,5.365678,0.989386,0.522
"2977","TIMM17B","hurdle",0.441210980434555,3.624191,4.43647,0.812279,0.522
"2776","SNORD44","hurdle",0.213316478790035,-2.7506591,-0.7369656,2.0136935,0.522
"2708","SLC3A1","hurdle",0.0796413242852479,3.013589,4.646587,1.632998,0.522
"2643","SGCE","hurdle",0.93478856011933,6.453292,7.166969,0.713677,0.522
"2575","SCARNA2","hurdle",0.123718371262728,-3.156553,-1.814968,1.341585,0.522
"2386","RAB4A","hurdle",0.227875004804117,5.528088,6.172454,0.644366,0.522
"2090","ORM2","hurdle",0.192640185832049,-2.7905151,-0.8016713,1.9888438,0.522
"2086","OR7A5","hurdle",0.0111763615076691,-2.873691,3.943872,6.817563,0.522
"1962","NAT1","hurdle",0.214574477169762,0.1638116,3.1690811,3.0052695,0.522
"1937","MYH14","hurdle",0.170929660230029,1.359289,3.059501,1.700212,0.522
"1816","MIR16-1","hurdle",0.208400787857871,-3.055976,-2.110424,0.945552,0.522
"1801","MGAT3","hurdle",0.678134660362529,2.808773,3.3807,0.571927,0.522
"1667","LOC439994","hurdle",0.0145919549255787,-3.2095994,-0.8694159,2.3401835,0.522
"1617","LOC100507472","hurdle",0.132827006553029,-3.0082,1.158065,4.166265,0.522
"1581","LOC100132077","hurdle",0.187059635631113,-3.105388,-2.482393,0.622995,0.522
"1540","LINC00161","hurdle",0.0671092848941553,-2.073079,3.71439,5.787469,0.522
"1359","IKZF5","hurdle",0.124806781594708,4.051527,5.002134,0.950607,0.522
"1357","IKBKG","hurdle",0.20851384694571,-2.201517,0.6541461,2.8556631,0.522
"1300","HMSD","hurdle",0.083638400478286,-2.228636,1.070389,3.299025,0.522
"1268","HEBP2","hurdle",0.198759971699972,-0.6291467,0.8564091,1.4855558,0.522
"1226","GSG2","hurdle",0.214861984724653,-3.156553,-2.482393,0.67416,0.522
"1160","GH1","hurdle",0.214861984724656,-3.156553,-2.482393,0.67416,0.522
"1023","FAM53A","hurdle",0.170816719619955,-3.105388,-1.955146,1.150242,0.522
"992","FAM154B","hurdle",0.295995269275824,0.8580213,3.2826739,2.4246526,0.522
"778","DDX49","hurdle",0.454829814874014,3.23818,5.377599,2.139419,0.522
"717","CTAGE11P","hurdle",0.422944497330284,-2.711875,-2.110424,0.601451,0.522
"670","COQ2","hurdle",0.628734740644079,1.76708,2.538669,0.771589,0.522
"626","CLEC12B","hurdle",0.114518966154581,-3.156553,3.652336,6.808889,0.522
"513","CCRL1","hurdle",0.47607032005978,-0.1755578,1.5042859,1.6798437,0.522
"484","CCDC150","hurdle",0.184860237274554,0.03861248,3.52290153,3.48428905,0.522
"475","CBY1","hurdle",0.547122800587418,4.161692,5.239712,1.07802,0.522
"445","C9orf86","hurdle",0.817088815329469,2.292066,3.073099,0.781033,0.522
"279","BRD1","hurdle",0.363884264857878,2.549185,4.064502,1.515317,0.522
"11","ABHD11-AS1","hurdle",0.203332799630789,-2.6741056,0.2049315,2.8790371,0.522
"3354","ZNF397","hurdle",0.158589960451504,4.705082,6.593165,1.888083,0.521
"3318","ZNF184","hurdle",0.632715329446636,5.124887,6.503951,1.379064,0.521
"3282","ZC3H10","hurdle",0.0509511042579619,-3.1053884,-0.04629365,3.05909475,0.521
"3153","TXNDC11","hurdle",0.83571520039776,2.853907,3.609431,0.755524,0.521
"2915","TANC2","hurdle",0.434188975843954,5.95511,6.529246,0.574135999999999,0.521
"2835","SRBD1","hurdle",0.434580028920223,3.854432,6.142134,2.287702,0.521
"2554","SALL1","hurdle",0.280962633582371,4.856712,5.408319,0.551607,0.521
"2448","RDH11","hurdle",0.586716922811379,7.109062,7.669967,0.560905,0.521
"2405","RALY","hurdle",0.364643687338626,1.902913,3.03655,1.133637,0.521
"2390","RAB8B","hurdle",0.252749858539016,5.211772,6.564571,1.352799,0.521
"2305","PRKCZ","hurdle",0.477748499598591,3.176206,4.167392,0.991186,0.521
"2173","PHF21A","hurdle",0.28280671422586,4.639809,5.790854,1.151045,0.521
"2115","PAPD4","hurdle",0.529868453949617,5.650697,6.799128,1.148431,0.521
"2027","NMI","hurdle",0.0941965299174431,1.550881,2.767766,1.216885,0.521
"1319","HR","hurdle",0.365876535996069,-1.9105458,0.3310112,2.241557,0.521
"755","DBF4B","hurdle",0.5975281847476,2.960551,4.253512,1.292961,0.521
"533","CDC25C","hurdle",0.541150267792831,-1.1448819,0.8564091,2.001291,0.521
"504","CCDC97","hurdle",0.711547778932338,0.4682192,2.4718035,2.0035843,0.521
"429","C7orf61","hurdle",0.48787269767188,-0.1755578,2.5056235,2.6811813,0.521
"367","C1GALT1C1","hurdle",0.128031604500389,4.912274,6.508962,1.596688,0.521
"219","ATP5SL","hurdle",0.836061427514181,3.781976,4.597249,0.815273,0.521
"217","ATP5D","hurdle",0.163478211614223,1.148875,3.532776,2.383901,0.521
"132","AOX2P","hurdle",0.0167780280118253,-2.1230904,0.4745385,2.5976289,0.521
"3416","ZNF778","hurdle",0.342777757066563,0.945541,4.576713,3.631172,0.52
"3270","YTHDF3","hurdle",0.675419832586566,4.92271,6.183988,1.261278,0.52
"3258","XPA","hurdle",0.860508472871568,4.311582,5.461846,1.150264,0.52
