"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.oligodendrocytes","log2fold_change","Auc"
"382","C1orf85","hurdle",0.530589335784089,2.464943,4.438223,1.97328,0.488
"201","ATAD3A","hurdle",0.0523895854013752,-1.3233891,0.4469527,1.7703418,0.488
"196","ASCL1","hurdle",0.841842473088662,2.684355,3.194187,0.509832,0.488
"3337","ZNF276","hurdle",0.071174598071269,2.556154,4.14396,1.587806,0.487
"3108","TRMT5","hurdle",0.558206442885658,4.596283,5.617651,1.021368,0.487
"2961","TGFB3","hurdle",0.285522784265313,2.464943,3.321169,0.856226,0.487
"2649","SGOL1","hurdle",0.128064530116567,0.4512311,2.134048,1.6828169,0.487
"2522","RPS19BP1","hurdle",0.942806420594969,3.268803,4.025402,0.756599,0.487
"1912","MSL1","hurdle",0.783195330130037,6.10103,6.764976,0.663946,0.487
"1744","MAPK1IP1L","hurdle",0.313816938258653,7.521837,8.267132,0.745295,0.487
"1736","MAP2K6","hurdle",0.281382326837996,3.495975,4.128849,0.632874,0.487
"958","EXOC2","hurdle",0.101813301150469,5.439879,6.358385,0.918506,0.487
"742","CYLD","hurdle",0.313719418447985,6.631226,7.803927,1.172701,0.487
"585","CETN3","hurdle",0.960579573465023,3.851198,4.49993,0.648732,0.487
"493","CCDC38","hurdle",0.135342865961532,-0.2293207,0.8564091,1.0857298,0.487
"3223","VPS18","hurdle",0.723234713333892,1.504286,2.915974,1.411688,0.486
"3203","URI1","hurdle",0.0632212479830147,5.21665,6.382249,1.165599,0.486
"3082","TPR","hurdle",0.0961665926431838,6.810673,7.483985,0.673311999999999,0.486
"2536","RRM1","hurdle",0.860739477479972,4.619518,5.333085,0.713566999999999,0.486
"2306","PRKD2","hurdle",0.113571113811039,-0.7128316,0.7247651,1.4375967,0.486
"2235","PNPT1","hurdle",0.773732551820469,5.889625,6.998457,1.108832,0.486
"2227","PMF1","hurdle",0.00352614328434569,2.48699,3.985213,1.498223,0.486
"2108","PAFAH2","hurdle",0.694039568563332,2.350497,2.935956,0.585459,0.486
"2100","OTUD6B","hurdle",0.381628726228968,5.048406,6.204211,1.155805,0.486
"2089","ORC5","hurdle",0.338460347307508,4.850651,5.46872,0.618069,0.486
"2006","NFYA","hurdle",0.459381654225499,4.37601,4.883672,0.507662,0.486
"1971","NCAPG2","hurdle",0.458639130908366,2.029914,3.90385,1.873936,0.486
"1904","MRPS35","hurdle",0.732838103854833,5.467599,5.989163,0.521564,0.486
"1472","KIF9","hurdle",0.213748255704768,2.391149,3.489489,1.09834,0.486
"1159","GDF9","hurdle",1.8401021224025e-05,-0.7418412,3.4059924,4.1478336,0.486
"963","EXOSC3","hurdle",0.884339392558362,2.137371,2.920995,0.783624,0.486
"921","ELOF1","hurdle",0.930400395991222,3.358663,3.91396,0.555297,0.486
"911","EIF4H","hurdle",0.761526697294505,4.461474,4.999763,0.538289,0.486
"780","DDX60L","hurdle",0.667345368468159,3.116173,3.814928,0.698755,0.486
"234","B3GNT9","hurdle",0.114490122948342,2.132051,4.008989,1.876938,0.486
"84","AKT1","hurdle",0.742428075444206,2.252164,2.880325,0.628161,0.486
"3393","ZNF619","hurdle",0.0958168528494997,0.02719417,1.54388656,1.51669239,0.485
"3373","ZNF562","hurdle",0.954654931705696,5.62335,6.221104,0.597754,0.485
"3357","ZNF417","hurdle",0.782860079960001,1.763644,2.538669,0.775025,0.485
"3216","VAMP1","hurdle",0.763959838292015,4.23207,5.879293,1.647223,0.485
"3088","TRAF3","hurdle",0.861784119741594,3.440565,4.55103,1.110465,0.485
"3031","TMEM231","hurdle",0.865305703448875,4.062056,5.143101,1.081045,0.485
"2533","RPUSD1","hurdle",0.147126750703453,0.9785217,2.0540259,1.0755042,0.485
"2466","RFXANK","hurdle",0.24090828196378,2.194633,4.064502,1.869869,0.485
"2378","RAB18","hurdle",0.265385508614075,7.771709,8.33795,0.566240999999999,0.485
"2307","PRKRIP1","hurdle",0.0396377361113308,0.4078646,1.7610613,1.3531967,0.485
"2209","PLAC8L1","hurdle",0.243616516985911,-0.02533693,0.62981674,0.65515367,0.485
"2208","PLAA","hurdle",0.801785635499097,4.878519,5.505122,0.626603,0.485
"1917","MTFMT","hurdle",0.949055441973657,2.636313,4.106983,1.47067,0.485
"1898","MRPS12","hurdle",0.32113493858509,2.805435,4.064502,1.259067,0.485
"1175","GLT25D1","hurdle",0.810182367111881,5.449,6.244827,0.795827,0.485
"1138","GABPB2","hurdle",0.846759312251386,3.263947,4.612849,1.348902,0.485
"1046","FAP","hurdle",0.26122519561006,2.063838,2.577349,0.513511,0.485
"831","DNAJC14","hurdle",0.600962138047036,4.157116,4.661666,0.50455,0.485
"223","ATP8B5P","hurdle",0.377751749053608,2.605934,4.080299,1.474365,0.485
"193","ASB1","hurdle",0.104926668712869,3.026549,4.334779,1.30823,0.485
"22","ACRC","hurdle",0.368735364890667,3.17556,3.953706,0.778146,0.485
"3353","ZNF396","hurdle",0.130186162878853,1.282134,2.970272,1.688138,0.484
"3328","ZNF227","hurdle",0.654797338569787,4.033093,5.678961,1.645868,0.484
"3241","WDR66","hurdle",0.841640094599688,1.174978,1.879293,0.704315,0.484
"3136","TTC26","hurdle",0.29173501988531,1.945996,4.698686,2.75269,0.484
"3131","TSSK4","hurdle",0.152117838850399,1.741107,3.437873,1.696766,0.484
"3106","TRIM65","hurdle",0.225565717308831,1.182718,3.086569,1.903851,0.484
"2981","TIMM9","hurdle",0.322617772166767,3.154724,4.167392,1.012668,0.484
"2502","RNPEPL1","hurdle",0.0151913759412288,0.8644518,2.545188,1.6807362,0.484
"2056","NUDT16","hurdle",0.881093129926494,3.805142,5.152738,1.347596,0.484
"1926","MTRF1","hurdle",0.0993891676930454,3.658824,4.368254,0.70943,0.484
"1924","MTMR7","hurdle",0.023655079573937,4.051879,6.18242,2.130541,0.484
"1676","LOC644649","hurdle",0.196416422205077,0.03861248,1.03377074,0.99515826,0.484
"1668","LOC440288","hurdle",0.124674160032595,0.9755544,2.6577603,1.6822059,0.484
"1605","LOC100506134","hurdle",0.0937913928433497,2.603053,4.150389,1.547336,0.484
"1238","GTPBP8","hurdle",0.891044073258247,3.436794,4.364572,0.927778,0.484
"1199","GOLPH3","hurdle",0.952150707764696,4.185321,5.991552,1.806231,0.484
"1016","FAM211B","hurdle",0.042500771227663,0.02145095,2.64567739,2.62422644,0.484
"440","C9orf41","hurdle",0.654356106048847,3.066839,3.757136,0.690297,0.484
"265","BK250D10.8","hurdle",0.000346946201577637,-2.2562749,-0.2569727,1.9993022,0.484
"209","ATG4A","hurdle",0.458231771798107,3.079331,4.043934,0.964603,0.484
"32","ACVR1","hurdle",0.355289687367821,3.123564,4.831291,1.707727,0.484
"3379","ZNF570","hurdle",0.659582232037449,2.658686,4.011345,1.352659,0.483
"3248","WHAMM","hurdle",0.280791917324951,3.854028,5.138797,1.284769,0.483
"2794","SNX4","hurdle",0.814454055745024,5.560381,6.209351,0.64897,0.483
"2704","SLC38A10","hurdle",0.683865320223677,1.952047,3.06858,1.116533,0.483
"2539","RSPH9","hurdle",0.279360880199502,2.238614,2.920995,0.682381,0.483
"2497","RNF25","hurdle",0.255491342318395,2.910158,3.441372,0.531214,0.483
"2420","RBAK","hurdle",0.322310318730731,4.328542,4.89775,0.569208000000001,0.483
"2295","PRDM10","hurdle",0.768857420787973,3.712832,4.388335,0.675503,0.483
"2125","PAXIP1","hurdle",0.417881710605543,2.032772,3.699856,1.667084,0.483
"1745","MAPK3","hurdle",0.710810800400853,2.931752,3.989999,1.058247,0.483
"1473","KIFC3","hurdle",0.117507224532822,-0.7128316,1.7270606,2.4398922,0.483
"1315","HOGA1","hurdle",0.00747608577159169,0.5302002,2.9942939,2.4640937,0.483
"1303","HNRNPA0","hurdle",0.0503106505738287,5.842562,6.468806,0.626244,0.483
"1185","GNA11","hurdle",0.59231116108288,-0.02533693,0.57989151,0.60522844,0.483
"974","FAM106CP","hurdle",0.193437699107113,-0.0372749,0.5798915,0.6171664,0.483
"224","ATP9B","hurdle",0.885845125924579,4.07909,5.574484,1.495394,0.483
"151","APRT","hurdle",0.602433386005837,3.20879,4.646587,1.437797,0.483
"3238","WDR18","hurdle",0.349845516311027,0.009895466,2.415986329,2.406090863,0.482
"3205","USH2A","hurdle",0.0389135017026401,-1.3830747,-0.2123036,1.1707711,0.482
"3202","URB2","hurdle",0.647330629522576,2.980669,4.053111,1.072442,0.482
"3163","UBA5","hurdle",0.79752738378594,5.26621,6.178232,0.912022,0.482
"3060","TNIP1","hurdle",0.141081666306474,1.466741,3.627975,2.161234,0.482
"2901","TAB1","hurdle",0.791491770275059,2.527062,3.793184,1.266122,0.482
"2031","NOP14-AS1","hurdle",0.0670139581381257,1.822627,4.327234,2.504607,0.482
"2021","NKIRAS2","hurdle",0.215827731536361,3.638332,4.288902,0.65057,0.482
"1875","MOV10L1","hurdle",0.0169262503149306,-0.092253,2.869975,2.962228,0.482
"1792","METTL21D","hurdle",0.867485944788116,3.743682,5.039554,1.295872,0.482
"1492","KLRAP1","hurdle",0.723538533004339,3.106712,4.196673,1.089961,0.482
"1351","IGFBP6","hurdle",0.722587697677141,0.8676564,1.4635674,0.595911,0.482
"1223","GRPEL2","hurdle",0.721959379380455,4.706649,5.375771,0.669122000000001,0.482
"995","FAM165B","hurdle",0.476324086655674,3.333389,4.669146,1.335757,0.482
"940","EPHB2","hurdle",0.19123474660341,2.084643,3.251121,1.166478,0.482
"424","C7orf25","hurdle",0.253552761678453,3.065444,6.638836,3.573392,0.482
"199","ASTE1","hurdle",0.280905468409688,4.933454,6.124285,1.190831,0.482
"122","ANKS6","hurdle",0.0525469999110547,4.281563,6.22973,1.948167,0.482
"117","ANKRD37","hurdle",0.0306897831047871,0.2200542,2.8957108,2.6756566,0.482
"40","ADAMTS13","hurdle",0.557592825260114,1.313023,2.570974,1.257951,0.482
"3172","UBE2J1","hurdle",0.034939487389704,5.68743,6.378603,0.691173,0.481
"2516","RPL32P3","hurdle",0.725700846521938,3.128916,4.013697,0.884781,0.481
"2424","RBM15","hurdle",0.222041532029809,2.892961,4.404559,1.511598,0.481
"634","CMC1","hurdle",0.0794618866622323,2.781848,3.806812,1.024964,0.481
"272","BMS1P4","hurdle",0.667636940232795,2.073584,2.800832,0.727248,0.481
"205","ATG12","hurdle",0.034324316186075,6.970529,7.499594,0.529065,0.481
"3378","ZNF57","hurdle",0.0686832044888857,3.376207,4.78522,1.409013,0.48
"3181","UBL7","hurdle",0.774448131823456,4.919819,5.460122,0.540303,0.48
"2757","SNORA31","hurdle",0.0430931726147296,1.456136,3.243124,1.786988,0.48
"2672","SIRT4","hurdle",0.101915443037943,2.09425,3.58433,1.49008,0.48
"2447","RCL1","hurdle",0.865901573536901,4.562817,5.42078,0.857963,0.48
"2132","PCDHGB2","hurdle",0.106988665283394,1.748079,3.290455,1.542376,0.48
"1412","KATNAL1","hurdle",0.224509399545831,4.50791,5.736349,1.228439,0.48
"795","DGCR9","hurdle",0.0334552746631913,0.425368,1.582429,1.157061,0.48
"572","CEP135","hurdle",0.830512618746528,2.936338,3.885985,0.949647,0.48
"339","C16orf52","hurdle",0.786125440313949,4.4113,5.609898,1.198598,0.48
"150","APPL1","hurdle",0.918681733416797,5.944716,6.616181,0.671465,0.48
"133","AP1S1","hurdle",0.487184601381612,-0.4271594,0.5016068,0.9287662,0.48
"3289","ZDHHC17","hurdle",0.786588023107222,6.827433,7.408676,0.581243,0.479
"2818","SPG21","hurdle",0.00688900794241478,4.010802,6.136209,2.125407,0.479
"2785","SNUPN","hurdle",0.579361092362526,4.072509,4.93546,0.862951,0.479
"2581","SCRN2","hurdle",0.00431078649603109,2.763042,5.047612,2.28457,0.479
"2300","PRIM2","hurdle",0.363788867770168,2.126711,4.004265,1.877554,0.479
"2187","PIGN","hurdle",0.0781148978069026,4.070772,6.53253,2.461758,0.479
"1921","MTIF3","hurdle",0.732856500943373,5.236771,5.922498,0.685727,0.479
"1711","LRRFIP2","hurdle",0.0798892518635056,5.518945,6.383613,0.864668,0.479
"1704","LRRC23","hurdle",0.674392732271339,2.650337,3.3807,0.730363,0.479
"1211","GPR180","hurdle",0.391374169611969,5.446055,6.375405,0.929349999999999,0.479
"305","C10orf26","hurdle",0.354391174660523,4.776722,5.36199,0.585267999999999,0.479
"3346","ZNF345","hurdle",0.453601803898317,3.27183,4.043934,0.772104,0.478
"3302","ZFX","hurdle",0.117551955544638,6.469597,7.384795,0.915198,0.478
"3040","TMEM55B","hurdle",0.358842708898236,3.27183,4.14396,0.87213,0.478
"2955","TFDP2","hurdle",0.271795897583591,4.302435,5.412782,1.110347,0.478
"2067","OBFC2B","hurdle",0.207820390954247,3.359232,4.223341,0.864109,0.478
"1885","MRPL30","hurdle",0.129538832934402,4.580014,5.756152,1.176138,0.478
"1770","MCM8","hurdle",0.0266997600248179,1.504286,3.565212,2.060926,0.478
"1654","LOC386597","hurdle",0.0280979984786888,0.5779364,3.3733918,2.7954554,0.478
"1083","FLII","hurdle",0.674491913822527,3.857659,4.857719,1.00006,0.478
"655","COG3","hurdle",0.177815995617178,4.541656,5.303589,0.761933,0.478
"586","CFDP1","hurdle",0.348456281169147,5.638906,6.14052,0.501614,0.478
"3391","ZNF614","hurdle",0.021135745656583,4.02594,5.086122,1.060182,0.477
"3091","TRAPPC5","hurdle",0.142831378706185,1.578523,2.838474,1.259951,0.477
"2815","SPG11","hurdle",0.798775449551321,6.200324,6.816411,0.616087,0.477
"1570","LOC100130264","hurdle",0.129054689676021,0.8515619,1.4497351,0.5981732,0.477
"1456","KIAA1524","hurdle",0.450754746488139,4.025581,4.93546,0.909879,0.477
"557","CDKN2AIP","hurdle",0.277139810846208,4.199378,5.451471,1.252093,0.477
"463","CASD1","hurdle",0.338397477123841,6.774904,7.579574,0.80467,0.477
"79","AJAP1","hurdle",0.778444746817323,2.500472,3.482712,0.98224,0.477
"34","ACYP1","hurdle",0.577478840379924,4.541155,5.249725,0.70857,0.477
"2754","SNORA18","hurdle",0.0391351389682768,0.3123171,2.0631396,1.7508225,0.476
"1869","MON1A","hurdle",0.0699215429410919,2.170185,3.251121,1.080936,0.476
"1685","LOC729178","hurdle",0.758465805866551,3.615639,5.131234,1.515595,0.476
"1461","KIAA1826","hurdle",0.911259860081935,4.829032,6.118832,1.2898,0.476
"1354","IGSF22","hurdle",0.0445305678438704,1.449735,3.486105,2.03637,0.476
"1233","GTF3C3","hurdle",0.878751379631007,5.339013,6.124285,0.785272000000001,0.476
"1010","FAM198B","hurdle",0.513239454767472,4.526277,5.790168,1.263891,0.476
"907","EIF3I","hurdle",0.434772867678298,6.33954,6.867701,0.528161,0.476
"891","EFNB1","hurdle",0.0573655133461702,0.2498322,1.6444635,1.3946313,0.476
"803","DHX35","hurdle",0.413214676768333,3.475642,4.093702,0.61806,0.476
"773","DDX19B","hurdle",0.805465707133622,2.268015,3.46219,1.194175,0.476
"715","CSRP2BP","hurdle",0.322694632346429,4.223029,5.307429,1.0844,0.476
"483","CCDC14","hurdle",0.631130741260273,5.706123,6.262738,0.556615,0.476
"352","C17orf80","hurdle",0.178116482847172,4.715124,7.052368,2.337244,0.476
"3287","ZCCHC7","hurdle",0.838284733046755,4.578303,5.186492,0.608189,0.475
"3283","ZC3H12C","hurdle",0.71052069720018,3.973734,4.679554,0.705820000000001,0.475
"2746","SNAPC4","hurdle",0.561414221766085,1.257915,2.044854,0.786939,0.475
"1196","GNS","hurdle",0.846150312589838,4.346455,6.122651,1.776196,0.475
"1049","FASTKD3","hurdle",0.285474130769828,4.058204,5.410998,1.352794,0.475
"719","CTBP2","hurdle",0.613984180057491,3.761018,5.048759,1.287741,0.475
"94","ALS2CR11","hurdle",0.643400790801657,2.17795,3.615639,1.437689,0.475
"3401","ZNF670","hurdle",0.438863248733795,3.329908,4.069033,0.739125,0.474
"3228","VSX1","hurdle",0.0234325930071,2.76132,4.679554,1.918234,0.474
"2868","STK38","hurdle",0.787199124119366,3.731421,4.493202,0.761781,0.474
"2826","SPPL3","hurdle",0.756200081968078,5.180384,6.435857,1.255473,0.474
"2524","RPS26","hurdle",0.0455672437425058,1.408525,2.551678,1.143153,0.474
"1858","MMAA","hurdle",0.0357931226391763,1.923076,4.476245,2.553169,0.474
"1788","METTL1","hurdle",0.107541443315338,1.151507,1.668549,0.517042,0.474
"817","DLEU2L","hurdle",0.124826152496685,1.959575,3.413138,1.453563,0.474
"479","CCDC121","hurdle",0.0684623404063336,3.486105,5.539812,2.053707,0.474
"405","C4orf21","hurdle",0.486068359996735,4.414864,5.163372,0.748508,0.474
"359","C19orf10","hurdle",0.693013861391016,3.126911,3.951254,0.824343,0.474
"3343","ZNF32","hurdle",0.371184986683828,5.08827,5.642945,0.554675,0.473
"3298","ZFP3","hurdle",0.0238166461816015,3.58822,5.35644,1.76822,0.473
"3245","WDSUB1","hurdle",0.402405398388507,3.324671,4.304357,0.979686000000001,0.473
"3214","UXS1","hurdle",0.716634292461122,4.069033,5.103895,1.034862,0.473
"3017","TMEM170A","hurdle",0.196905100503886,3.319414,4.523232,1.203818,0.473
"2953","TEX30","hurdle",0.029476778963674,4.049765,5.13448,1.084715,0.473
"2431","RBM41","hurdle",0.82326467801496,5.481915,6.101796,0.619881,0.473
"2320","PRUNE","hurdle",0.56389533914816,4.073897,4.961282,0.887385,0.473
"2278","PPP1R3F","hurdle",0.635438913248589,2.67524,3.278767,0.603527,0.473
"1896","MRPL54","hurdle",0.555920878451186,2.463885,3.194187,0.730302,0.473
"1572","LOC100130691","hurdle",0.172400996424119,2.608809,4.734781,2.125972,0.473
"1050","FASTKD5","hurdle",0.4708428207292,3.329908,5.374856,2.044948,0.473
"575","CEP41","hurdle",0.48453130015858,4.509193,6.00166,1.492467,0.473
"494","CCDC43","hurdle",0.102904094396404,4.584159,5.560071,0.975912,0.473
"20","ACOT2","hurdle",0.378301026052513,2.521987,3.336283,0.814296,0.473
"13","ABHD5","hurdle",0.0143213373095721,5.030111,6.446343,1.416232,0.473
"3411","ZNF736","hurdle",0.459807067504336,2.287288,2.795373,0.508085,0.472
"3377","ZNF569","hurdle",0.199082861109524,3.731421,4.642033,0.910612,0.472
"2749","SNHG8","hurdle",0.805009136452179,3.889142,4.391956,0.502814,0.472
"2563","SARS2","hurdle",0.0618633133161321,2.192079,4.241519,2.04944,0.472
"2347","PTPLAD2","hurdle",0.0565200144921913,0.785326,2.026334,1.241008,0.472
"1387","ISCA2","hurdle",0.429012988077292,2.837657,3.664363,0.826706,0.472
"1269","HECTD1","hurdle",0.266363444145445,7.216606,8.364457,1.147851,0.472
"431","C8orf44","hurdle",0.0374307304894275,2.914038,3.891112,0.977074,0.472
"403","C3orf17","hurdle",0.751271419327873,4.651011,6.027499,1.376488,0.472
"198","ASPHD1","hurdle",0.0193397678335953,-0.09849304,1.42166624,1.52015928,0.472
"51","ADCK1","hurdle",0.456651464531998,4.117285,4.900295,0.78301,0.472
"37","ADAM19","hurdle",0.517319937816606,4.326797,4.890088,0.563291,0.472
"2805","SP3","hurdle",0.662166944702055,5.288648,5.83009,0.541442,0.471
"2732","SMARCA4","hurdle",0.827820758852746,4.81499,5.773608,0.958618,0.471
"2693","SLC27A5","hurdle",0.28237492559848,3.022242,3.867896,0.845654,0.471
"1940","MYNN","hurdle",0.207742741156932,5.035998,6.681627,1.645629,0.471
"1890","MRPL44","hurdle",0.275573774096873,4.589021,5.279354,0.690333,0.471
"1655","LOC387647","hurdle",0.367538261948334,3.396317,4.879809,1.483492,0.471
"888","EFHA2","hurdle",0.783180861459709,5.3312,6.228211,0.897011,0.471
"697","CRELD2","hurdle",0.607300103544306,2.873965,3.916477,1.042512,0.471
"580","CEPT1","hurdle",0.716929382526723,4.907222,5.534088,0.626866,0.471
"508","CCNE1","hurdle",0.349717161382442,2.468114,3.844301,1.376187,0.471
"353","C17orf81","hurdle",0.638633263274462,4.120646,4.692827,0.572181,0.471
"31","ACTR3","hurdle",0.763834317253723,5.800528,6.555316,0.754788,0.471
"3323","ZNF202","hurdle",0.247749887253535,0.8580213,2.0356239,1.1776026,0.47
"2585","SDHC","hurdle",0.115906346274994,2.43825,3.259074,0.820824,0.47
"2528","RPS6KA4","hurdle",0.0606839738029778,0.174202,0.747557,0.573355,0.47
"2310","PRPF18","hurdle",0.227031857218083,3.53882,4.769994,1.231174,0.47
"2203","PKIB","hurdle",0.3463175022543,3.662058,4.315841,0.653783,0.47
"2050","NTAN1","hurdle",0.0399370737781468,3.33744,4.362728,1.025288,0.47
"2041","NRD1","hurdle",0.735147765740882,6.744504,7.284623,0.540119,0.47
"1699","LRIG2","hurdle",0.706438296970297,3.835327,4.509962,0.674635,0.47
"1266","HEATR1","hurdle",0.765028707971555,4.806666,5.750522,0.943856,0.47
"1251","H6PD","hurdle",0.475609927273494,3.18394,4.08478,0.90084,0.47
"1201","GORASP1","hurdle",0.815534935174953,4.885649,5.405634,0.519985,0.47
"991","FAM151B","hurdle",0.416072878228303,1.718212,2.430144,0.711932,0.47
"676","COX18","hurdle",0.739938774205423,4.376573,5.088356,0.711783,0.47
"664","COMMD7","hurdle",0.691462677920596,4.39418,4.9625,0.56832,0.47
"661","COMMD10","hurdle",0.635341455957531,4.927325,5.447997,0.520672,0.47
"141","APITD1","hurdle",0.0126708238855187,0.5973695,2.728207,2.1308375,0.47
"134","AP2B1","hurdle",0.854663222291276,5.700968,6.481608,0.78064,0.47
"3201","URB1","hurdle",0.716148854357854,3.827942,4.54941,0.721468,0.469
"3149","TUBE1","hurdle",0.588699836083152,5.460984,6.277495,0.816511,0.469
"2796","SOCS7","hurdle",0.683207699342895,3.378455,4.171611,0.793156,0.469
"2134","PCGF5","hurdle",0.239189346504378,6.045429,7.029883,0.984453999999999,0.469
"1690","LOC729970","hurdle",0.0385740337797584,1.804348,3.214779,1.410431,0.469
"957","EXD2","hurdle",0.123977620494941,5.232894,6.267674,1.03478,0.469
"611","CIAPIN1","hurdle",0.176530842090338,4.660049,5.890856,1.230807,0.469
"472","CBX3","hurdle",0.0302489692807697,5.637264,6.209864,0.5726,0.469
"3345","ZNF331","hurdle",0.659583868734247,6.547469,7.443772,0.896303,0.468
"3259","XPOT","hurdle",0.780423960109362,4.548661,6.330351,1.78169,0.468
"3125","TSPAN17","hurdle",0.0352509604847895,0.6835374,2.0448542,1.3613168,0.468
"2999","TMED5","hurdle",0.00475146521001843,6.40882,7.25709,0.848269999999999,0.468
"2779","SNRNP200","hurdle",0.679432048238208,6.372342,7.146214,0.773872,0.468
