"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.neurons","log2fold_change","Auc"
"450","ARSI","hurdle",0.0197269472992825,-3.3219281,0.3424853,3.6644134,0.515
"386","ARGFX","hurdle",0.0197269472992836,-3.321928,-2.121731,1.200197,0.515
"365","APOL5","hurdle",0.0197269472992825,-3.321928,-1.12413,2.197798,0.515
"358","APEX2","hurdle",0.188760431853444,-2.2488646,0.9329382,3.1818028,0.515
"144","ADGB","hurdle",0.0197269472992837,-3.321928,-1.172957,2.148971,0.515
"113","ADAM5P","hurdle",0.0197269472992828,-3.3219281,-0.3455225,2.9764056,0.515
"87","ACTL10","hurdle",0.0197269472992836,-3.321928,-1.941723,1.380205,0.515
"46","ABHD14A-ACY1","hurdle",0.0197269472992832,-3.321928,-1.330212,1.991716,0.515
"5","AAA1","hurdle",0.0197269472992838,-3.321928,-1.603807,1.718121,0.515
"3","A4GALT","hurdle",0.0197269472992829,-3.321928,-2.777922,0.544006,0.515
"8257","ZNF284","hurdle",0.419616849330466,-1.794299,1.711747,3.506046,0.514
"8090","XIRP2","hurdle",0.361083705931863,-2.847248,-1.781704,1.065544,0.514
"8084","WTIP","hurdle",0.461225942384161,-2.248865,-1.198004,1.050861,0.514
"7462","TMC3","hurdle",0.0208874903367105,-2.7813597,0.6467607,3.4281204,0.514
"7426","TIGD6","hurdle",0.590655625834432,0.4225126,1.6845961,1.2620835,0.514
"7424","TIGD4","hurdle",0.402880853552622,0.07662128,0.99503565,0.91841437,0.514
"7344","TCEANC2","hurdle",0.574381819239032,1.079284,2.224201,1.144917,0.514
"7206","SUGT1P1","hurdle",0.443764535677838,-2.490683,-1.820076,0.670607,0.514
"7093","SRD5A3","hurdle",0.443043570350958,3.094499,3.748019,0.65352,0.514
"6658","SLC19A3","hurdle",0.45777921310496,0.7127816,1.7613178,1.0485362,0.514
"6435","SAMD13","hurdle",0.271300563061574,-2.6000299,-0.5240439,2.075986,0.514
"6269","RNF32","hurdle",0.511690028140609,-1.14992278,0.02294376,1.17286654,0.514
"5984","PTPRH","hurdle",0.487779327155234,-0.6462001,0.5966621,1.2428622,0.514
"5977","PTPN21","hurdle",0.798154517216163,2.49709,3.259014,0.761924,0.514
"5812","PPP1R32","hurdle",0.433976105150861,-0.0730148,0.5672333,0.6402481,0.514
"5684","PLEKHG4B","hurdle",0.471712317125993,-2.544321,-1.100323,1.443998,0.514
"5653","PLA2G4F","hurdle",0.0749094188073552,-3.065153,-1.053855,2.011298,0.514
"5616","PIP5K1P1","hurdle",0.202015083703188,-2.988802,-2.121731,0.867071,0.514
"5592","PIF1","hurdle",0.512206618605902,0.7410817,1.99752,1.2564383,0.514
"5452","PCDHGA12","hurdle",0.431880606992111,-1.5012518,0.3337733,1.8350251,0.514
"5334","OTOF","hurdle",0.31435155936341,-1.8607942,-0.6566464,1.2041478,0.514
"5223","NUF2","hurdle",0.377587801282387,-0.5887146,0.280367,0.8690816,0.514
"5044","NHEJ1","hurdle",0.327871394133528,1.756691,2.925275,1.168584,0.514
"4599","MIR3679","hurdle",0.478556004316669,-0.4288433,0.6537777,1.082621,0.514
"4294","LSM11","hurdle",0.0647484868043919,-2.847248,1.674281,4.521529,0.514
"4139","LOC643529","hurdle",0.440541772495373,-0.3431619,2.9554037,3.2985656,0.514
"3979","LOC145783","hurdle",0.170484647102253,0.5874585,2.4076537,1.8201952,0.514
"3840","LOC100287225","hurdle",0.662394248739569,0.7013042,2.8401749,2.1388707,0.514
"3766","LOC100127983","hurdle",0.292033951110935,-0.41628713,0.09689014,0.51317727,0.514
"3463","KCTD5","hurdle",0.685225944372939,1.567368,2.369802,0.802434,0.514
"3229","IGFL4","hurdle",0.111827676495336,-2.4389675,0.5966621,3.0356296,0.514
"3188","IBA57","hurdle",0.108770568232492,1.73996,2.581471,0.841511,0.514
"3008","HDAC10","hurdle",0.33210939552396,-2.0037521,0.1573894,2.1611415,0.514
"2550","FLJ39639","hurdle",0.461626394085608,-0.95571944,0.04446086,1.0001803,0.514
"2331","FAM196B","hurdle",0.506205881054381,0.01305615,0.77457584,0.76151969,0.514
"2154","ENPP3","hurdle",0.525284444071373,1.91908,2.561088,0.642008,0.514
"1838","DEGS2","hurdle",0.441346068912874,-1.47497247,-0.03229634,1.44267613,0.514
"1532","CNOT3","hurdle",0.268139715496729,-1.374396,1.006044,2.38044,0.514
"1412","CHAC2","hurdle",0.366842495211304,1.764984,2.346172,0.581188,0.514
"1293","CD36","hurdle",0.147906051842195,-2.438968,1.708381,4.147349,0.514
"1282","CD163","hurdle",0.0508379251074612,-2.988802,-1.415772,1.57303,0.514
"833","C16orf95","hurdle",0.214742458620765,-2.2940939,0.2983897,2.5924836,0.514
"674","BMP6","hurdle",0.381645699819604,-0.9740048,2.6878471,3.6618519,0.514
"362","APOBEC4","hurdle",0.422616982525446,-1.3988901,-0.7835985,0.6152916,0.514
"181","AGPAT4-IT1","hurdle",0.0405659127274691,1.001872,2.942568,1.940696,0.514
"121","ADAMTS2","hurdle",0.121565595641785,-2.9888018,-0.1253307,2.8634711,0.514
"8442","ZP3","hurdle",0.0847406425127559,-2.7813597,-0.3178041,2.4635556,0.513
"8397","ZNF77","hurdle",0.728154403983926,0.7906637,3.0621059,2.2714422,0.513
"8144","ZBTB45","hurdle",0.442517982343248,-2.60003,-2.028922,0.571108,0.513
"7995","VSIG1","hurdle",0.257176437609746,-2.988802,-1.100323,1.888479,0.513
"7886","UMOD","hurdle",0.334498857537266,-3.145771,-2.634252,0.511519,0.513
"7585","TMPRSS11F","hurdle",0.295572403315264,-0.9925249,0.6467607,1.6392856,0.513
"7453","TLR9","hurdle",0.386074750463178,-2.916289,-2.07458,0.841709,0.513
"7369","TDRD1","hurdle",0.270129169355548,-3.1457711,-0.3178041,2.827967,0.513
"7330","TBX1","hurdle",0.330223927313488,-2.9162893,-0.4026098,2.5136795,0.513
"7087","SPTSSB","hurdle",0.383183644750435,-2.340787,-1.031171,1.309616,0.513
"6891","SNORD113-5","hurdle",0.361825466549535,-1.8607942,-0.4469585,1.4138357,0.513
"6883","SNORA71B","hurdle",0.336000659885603,-2.988802,-2.07458,0.914222,0.513
"6759","SLC5A12","hurdle",0.0401451832984257,-3.1457711,0.1867134,3.3324845,0.513
"6751","SLC46A2","hurdle",0.34555817014572,-2.7813597,-0.1495578,2.6318019,0.513
"6730","SLC36A3","hurdle",0.103375556286668,-3.145771,-1.781704,1.364067,0.513
"6637","SKOR1","hurdle",0.379215318048945,-2.657977,-1.900024,0.757953,0.513
"6579","SGCG","hurdle",0.383272036650554,-1.730734,-1.008837,0.721897,0.513
"6575","SFTA3","hurdle",0.131829989163295,-3.1457711,0.2154533,3.3612244,0.513
"6530","SEMA3E","hurdle",0.470424658159216,3.434,4.018534,0.584534,0.513
"6484","SCLY","hurdle",0.374508798347943,-3.065153,-2.503602,0.561551,0.513
"6345","RPS2P32","hurdle",0.384961814643496,-0.8338271,0.3337733,1.1676004,0.513
"6225","RIN3","hurdle",0.31363988143485,-2.7183499,-0.7835985,1.9347514,0.513
"6212","RIBC2","hurdle",0.261462136046986,-2.6579773,-0.2906083,2.367369,0.513
"6190","RGAG1","hurdle",0.380525435866077,-2.248865,-1.707893,0.540972,0.513
"6162","RECQL4","hurdle",0.338227275323925,-2.657977,-1.358172,1.299805,0.513
"6052","RAB3IL1","hurdle",0.417008001773277,-2.657977,-1.984664,0.673313,0.513
"6045","RAB36","hurdle",0.458661813926255,1.144301,1.864725,0.720424,0.513
"5997","PTX3","hurdle",0.371758164333636,-2.08092,-0.5723529,1.5085671,0.513
"5918","PRSS54","hurdle",0.297254724653653,-0.8676154,0.2436319,1.1112473,0.513
"5910","PRSS27","hurdle",0.368092968093628,-2.78136,-1.941723,0.839637,0.513
"5904","PRRG3","hurdle",0.38648871430815,-2.847248,-1.781704,1.065544,0.513
"5768","POU1F1","hurdle",0.258434353703479,-2.8472476,-0.9651821,1.8820655,0.513
"5765","POPDC2","hurdle",0.448188541587812,-1.4238077,-0.1015036,1.3223041,0.513
"5729","POC1A","hurdle",0.172082594520911,-3.145771,-1.538367,1.607404,0.513
"5598","PIK3C2G","hurdle",0.156567270497497,-3.145771,-1.941723,1.204048,0.513
"5578","PHLDB3","hurdle",0.624592295734066,-0.3792613,1.2799136,1.6591749,0.513
"5432","PCDHA1","hurdle",0.4178936074572,-1.9305032,0.9614961,2.8919993,0.513
"5415","PAX8","hurdle",0.083319981528661,-2.916289,1.521549,4.437838,0.513
"5352","P2RY6","hurdle",0.329584125633862,-1.01128581,0.06566176,1.07694757,0.513
"5222","NUDT8","hurdle",0.381338683718436,-2.5443205,-0.7096927,1.8346278,0.513
"5146","NPY6R","hurdle",0.241236460120936,-2.4906826,0.8800648,3.3707474,0.513
"4881","MYLPF","hurdle",0.304463047322114,-3.065153,-1.249443,1.81571,0.513
"4852","MXRA5","hurdle",0.408552756911729,-2.78136,-1.358172,1.423188,0.513
"4723","MORC1","hurdle",0.186380211443066,-3.145771,-1.820076,1.325695,0.513
"4502","METTL21C","hurdle",0.0635438530767073,-3.1457711,-0.9868446,2.1589265,0.513
"4371","MANEA","hurdle",0.416975760805851,3.54089,4.541218,1.000328,0.513
"4213","LOC90499","hurdle",0.20186937663066,-3.145771,-2.121731,1.02404,0.513
"4169","LOC653160","hurdle",0.389144309154722,-2.1624499,-0.6223358,1.5401141,0.513
"4001","LOC170425","hurdle",0.237763304041276,-3.1457711,0.4909228,3.6366939,0.513
"3918","LOC100506585","hurdle",0.417442236636914,-2.121109,-0.186679,1.93443,0.513
"3848","LOC100288079","hurdle",0.326040480219041,-1.1499228,0.1573894,1.3073122,0.513
"3821","LOC100133308","hurdle",0.219766708603086,-3.1457711,-0.0780637,3.0677074,0.513
"3781","LOC100128788","hurdle",0.304198341722919,-3.065153,-1.100323,1.96483,0.513
"3460","KCTD19","hurdle",0.195103978804297,-2.988802,-0.237708,2.751094,0.513
"3039","HHLA1","hurdle",0.367222753103339,-3.065153,-2.273202,0.791951,0.513
"2952","GTSE1","hurdle",0.245023745715771,-2.248865,1.219715,3.46858,0.513
"2896","GRID2IP","hurdle",0.388431996077524,-2.78136,-1.358172,1.423188,0.513
"2878","GPX2","hurdle",0.381750682105041,0.1375035,2.1063841,1.9688806,0.513
"2837","GPR128","hurdle",0.279826717342561,-3.145771,-2.567449,0.578322,0.513
"2833","GPR115","hurdle",0.282296622758852,-3.1457711,-0.9868446,2.1589265,0.513
"2793","GNMT","hurdle",0.312973261141459,-2.4389675,-0.2906083,2.1483592,0.513
"2688","GBGT1","hurdle",0.326387224301281,-2.389042,-1.820076,0.568966,0.513
"2582","FNTB","hurdle",0.521637975270813,0.2202495,0.9096778,0.6894283,0.513
"2537","FLJ26850","hurdle",0.412496231567831,-0.81722517,-0.00994585,0.80727932,0.513
"2504","FHAD1","hurdle",0.066928605503023,-3.1457711,-0.3881248,2.7576463,0.513
"2501","FGFBP3","hurdle",0.0238247500502473,-1.5280187,0.9614961,2.4895148,0.513
"2339","FAM207A","hurdle",0.447212636778969,-1.8607942,-0.7461724,1.1146218,0.513
"2303","FAM160A1","hurdle",0.162661617105431,-3.0651527,0.1573894,3.2225421,0.513
"2300","FAM155B","hurdle",0.368916416642122,-2.847248,-1.781704,1.065544,0.513
"2239","F2","hurdle",0.317203883461461,-3.145771,-2.170476,0.975295,0.513
"2168","EPCAM","hurdle",0.213061156789848,0.1794697,1.3593237,1.179854,0.513
"2074","EFCAB3","hurdle",0.277172023665933,-3.145771,-2.503602,0.642169,0.513
"1571","COL6A6","hurdle",0.287367400949149,0.07662128,1.32016495,1.24354367,0.513
"1353","CDRT1","hurdle",0.421631967480575,-1.374396,-0.186679,1.187717,0.513
"1319","CDH17","hurdle",0.157800103232412,-3.145771,-1.984664,1.161107,0.513
"1297","CD52","hurdle",0.388591620264817,-0.64620013,0.09689014,0.74309027,0.513
"1288","CD27","hurdle",0.42693239506548,-2.71835,-2.121731,0.596619,0.513
"1040","C7orf65","hurdle",0.278373372646832,-3.145771,-1.820076,1.325695,0.513
"966","C2orf81","hurdle",0.361796935410832,-0.9740048,1.5816548,2.5556596,0.513
"925","C20orf160","hurdle",0.282296622758859,-3.1457711,-0.9868446,2.1589265,0.513
"863","C18orf34","hurdle",0.0793642150739045,-3.145771,1.446761,4.592532,0.513
"850","C17orf72","hurdle",0.170400497754605,-3.0651527,-0.8816453,2.1835074,0.513
"792","C14orf178","hurdle",0.37174565929848,-2.2488646,-0.6566464,1.5922182,0.513
"744","C11orf16","hurdle",0.0947321529662644,-3.065153,-1.330212,1.734941,0.513
"663","BIN3","hurdle",0.00331567825874233,3.371106,3.998003,0.626897,0.513
"526","ATP5L2","hurdle",0.529640274933667,-2.60002995,-0.06648502,2.53354493,0.513
"452","ART4","hurdle",0.389358580055005,0.8594017,1.4140735,0.5546718,0.513
"364","APOL4","hurdle",0.444568547261797,-2.6579773,-0.6393891,2.0185882,0.513
"249","AMBP","hurdle",0.114599960278934,-3.1457711,-0.4172418,2.7285293,0.513
"217","AKR7L","hurdle",0.254378937124539,-0.4162871,2.8736179,3.289905,0.513
"215","AKR1E2","hurdle",0.00310778762110806,-3.145771,0.521933,3.667704,0.513
"208","AKIRIN2-AS1","hurdle",0.371267847030198,-1.280376,-0.237708,1.042668,0.513
"122","ADAMTS20","hurdle",0.186642065967618,-3.0651527,-0.2772003,2.7879524,0.513
"30","ABCC11","hurdle",0.259943889465465,-3.065153,-2.220925,0.844228,0.513
"8441","ZP1","hurdle",0.198148387317777,-3.231163,2.820043,6.051206,0.512
"8433","ZNF890P","hurdle",0.271570358544671,-3.145771,-1.302783,1.842988,0.512
"8426","ZNF837","hurdle",0.24077890057064,-3.231163,-2.704299,0.526864,0.512
"8362","ZNF645","hurdle",0.296230015283055,-2.8472476,-0.8416235,2.0056241,0.512
"8213","ZMYND10","hurdle",0.211312211729111,-3.231163,1.660412,4.891575,0.512
"8138","ZBTB26","hurdle",0.70196374829628,1.011198,1.849526,0.838328,0.512
"8095","XKR8","hurdle",0.600331658275213,-0.2510927,2.5136643,2.764757,0.512
"8025","WDR16","hurdle",0.241059537703225,-3.1457711,0.1573894,3.3031605,0.512
"7867","UBQLNL","hurdle",0.217084972554247,-3.231163,-1.570716,1.660447,0.512
"7766","TSSK3","hurdle",0.160976283136943,-3.2311626,-0.2247805,3.0063821,0.512
"7636","TP53AIP1","hurdle",0.149167749700661,-0.2180272,0.9386952,1.1567224,0.512
"7610","TNNI1","hurdle",0.261333697062692,-3.231163,-2.442462,0.788701,0.512
"7589","TMSB15A","hurdle",0.110329803271871,-3.145771,-1.330212,1.815559,0.512
"7553","TMEM52","hurdle",0.13747744601795,-3.2311626,0.1867134,3.417876,0.512
"7541","TMEM27","hurdle",0.273790718349981,-1.374396,1.146983,2.521379,0.512
"7418","TIAF1","hurdle",0.668237236774495,0.02231016,1.83416463,1.81185447,0.512
"7291","tAKR","hurdle",0.293869777787175,-1.794299,0.280367,2.074666,0.512
"7261","SYT14L","hurdle",0.188362294536852,-3.231163,-2.567449,0.663714,0.512
"7050","SPDEF","hurdle",0.259937364105868,-3.231163,-2.327445,0.903718,0.512
"7040","SPATA18","hurdle",0.180984444745298,-3.231163,2.261427,5.49259,0.512
"6955","SNORD42B","hurdle",0.225243930475717,-2.916289,-2.327445,0.588844,0.512
"6939","SNORD116-24","hurdle",0.0128259071197231,-2.4389675,0.8126942,3.2516617,0.512
"6897","SNORD114-11","hurdle",0.151176510659144,-2.08092,-1.445458,0.635462,0.512
"6871","SNORA36C","hurdle",0.296051229455337,-2.988802,-1.172957,1.815845,0.512
"6807","SLN","hurdle",0.197916096912704,-3.231163,-1.475768,1.755395,0.512
"6664","SLC22A16","hurdle",0.258656318988762,-3.231163,-2.170476,1.060687,0.512
"6505","SCUBE1","hurdle",0.240778900570643,-3.231163,-2.704299,0.526864,0.512
"6503","SCRT2","hurdle",0.213477854110107,-3.231163,-2.028922,1.202241,0.512
"6115","RASIP1","hurdle",0.629293164149197,-1.5012518,-0.6566464,0.8446054,0.512
"6019","PYHIN1","hurdle",0.236913838428719,-3.231163,-1.445458,1.785705,0.512
"5916","PRSS50","hurdle",0.259009048817369,-3.0651527,0.6951778,3.7603305,0.512
"5869","PRLHR","hurdle",0.156492278963994,-3.2311626,-0.8614956,2.369667,0.512
"5770","POU5F1P4","hurdle",0.0718759731636649,-3.231163,1.482671,4.713834,0.512
"5701","PM20D1","hurdle",0.222403358513667,-3.231163,-2.567449,0.663714,0.512
"5617","PIP5KL1","hurdle",0.204884089954588,-3.2311626,-0.6054817,2.6256809,0.512
"5393","PAR4","hurdle",0.171076607063326,-3.231163,-2.442462,0.788701,0.512
"5306","OR7E12P","hurdle",0.259012337345494,-3.231163,-2.220925,1.010238,0.512
"5303","OR6A2","hurdle",0.254420347656415,-3.23116263,-0.02107781,3.21008482,0.512
"5073","NLRP4","hurdle",0.0960969568097633,-3.231163,-1.386684,1.844479,0.512
"4954","NCR1","hurdle",0.255095540183609,-3.2311626,-0.8220214,2.4091412,0.512
"4854","MYADML2","hurdle",0.2892400777606,-2.9888018,-0.5723529,2.4164489,0.512
"4705","MMP11","hurdle",0.295287059806673,-2.3890423,0.7551322,3.1441745,0.512
"4655","MIR581","hurdle",0.160076845148725,-3.2311626,0.6397094,3.870872,0.512
"4624","MIR4511","hurdle",0.278640189535471,-2.847248,-1.506728,1.34052,0.512
"4581","MIR30C2","hurdle",0.196471804526717,-3.145771,-1.249443,1.896328,0.512
"4575","MIR218-1","hurdle",0.213627709881111,-3.231163,-1.302783,1.92838,0.512
"4521","MGC15885","hurdle",0.198488887709654,-3.231163,-1.302783,1.92838,0.512
"4486","MEOX2","hurdle",0.288996457237342,-3.145771,-1.984664,1.161107,0.512
"4481","MEI1","hurdle",0.675752569706371,-0.9740048,1.116832,2.0908368,0.512
"4280","LRRIQ4","hurdle",0.206557859013363,-2.20501,-1.538367,0.666643,0.512
"4214","LOC90834","hurdle",0.105096022252416,-3.2311626,0.5065112,3.7376738,0.512
"4202","LOC729683","hurdle",0.111025597406115,-3.1457711,-0.7278172,2.4179539,0.512
"3971","LOC100652846","hurdle",0.0194856244111147,-3.2311626,0.7221323,3.9532949,0.512
"3939","LOC100507156","hurdle",0.260445256831268,-2.78136,-1.475768,1.305592,0.512
"3928","LOC100506895","hurdle",0.219847928107929,-3.231163,-1.148337,2.082826,0.512
"3893","LOC100505918","hurdle",0.156408472984806,0.3061031,0.8313822,0.5252791,0.512
"3870","LOC100505540","hurdle",0.129769606417841,-1.1921099,-0.4927137,0.6993962,0.512
"3841","LOC100287314","hurdle",0.130173265282339,-1.895228,-1.223494,0.671734,0.512
"3831","LOC100190938","hurdle",0.696880317105158,-0.1540864,1.5215495,1.6756359,0.512
"3819","LOC100132781","hurdle",0.208145995556286,1.173667,1.983664,0.809997,0.512
"3787","LOC100129518","hurdle",0.262943759765164,-2.988802,-2.327445,0.661357,0.512
"3774","LOC100128292","hurdle",0.279392229233888,-2.7813597,-0.8816453,1.8997144,0.512
"3764","LOC100125556","hurdle",0.140139176863817,-1.860794,-1.302783,0.558011,0.512
"3748","LIPT2","hurdle",0.286225791405161,-1.235568,1.715105,2.950673,0.512
"3721","LINC00314","hurdle",0.160399374894495,-3.231163,-2.07458,1.156583,0.512
"3706","LINC00159","hurdle",0.296542069922347,-2.916289,-1.053855,1.862434,0.512
"3667","LDHC","hurdle",0.27030920306194,-1.8607942,-0.3041422,1.556652,0.512
"3619","KRT7","hurdle",0.158333863791047,-3.231163,-1.415772,1.815391,0.512
"3614","KRT18P55","hurdle",0.133460272656697,-3.2311626,-0.8416235,2.3895391,0.512
"3596","KLK8","hurdle",0.212059827151247,-3.231163,-2.273202,0.957961,0.512
"3565","KLC3","hurdle",0.144823204781573,-1.794299,-1.053855,0.740444,0.512
"3345","ITIH3","hurdle",0.234248466524854,-3.231163,-2.220925,1.010238,0.512
"3323","IRF6","hurdle",0.0686217481449551,-3.231163,0.589361,3.820524,0.512
"3263","IL31RA","hurdle",0.178289954513024,-3.23116263,0.05510026,3.28626289,0.512
"3255","IL18R1","hurdle",0.254262036383534,-3.2311626,0.2436319,3.4747945,0.512
"3214","IFNW1","hurdle",0.23373563774352,-3.2311626,0.9783633,4.2095259,0.512
"3178","HTR7","hurdle",0.193013289579813,-3.231163,0.31619,3.547353,0.512
"3090","HMGB4","hurdle",0.236211737284096,-3.231163,-1.672357,1.558806,0.512
"3055","HIST1H2BF","hurdle",0.166973419948945,-3.2311626,-0.2772003,2.9539623,0.512
"3052","HIST1H2AK","hurdle",0.0118282076117533,-3.2311626,-0.9651821,2.2659805,0.512
"2998","HCAR3","hurdle",0.280121544767974,-2.988802,1.219715,4.208517,0.512
"2972","H19","hurdle",0.112128600789702,-3.2311626,0.4987381,3.7299007,0.512
"2958","GUCY2D","hurdle",0.172441755175839,-3.231163,-2.07458,1.156583,0.512
"2872","GPR97","hurdle",0.295972284875251,-2.9888018,-0.4773002,2.5115016,0.512
"2831","GPR112","hurdle",0.0982753442708302,-2.7813597,-0.4773002,2.3040595,0.512
"2822","GPHB5","hurdle",0.265660110706371,-3.231163,-2.634252,0.596911,0.512
"2733","GINS2","hurdle",0.199187324304253,-2.16245,-1.076902,1.085548,0.512
"2725","GGNBP1","hurdle",0.140413852834456,-3.231163,1.551915,4.783078,0.512
"2721","GFRA3","hurdle",0.221628215224603,-3.2311626,-0.8220214,2.4091412,0.512
"2689","GBP1P1","hurdle",0.0654076648637422,-3.145771,2.268302,5.414073,0.512
"2562","FLJ46361","hurdle",0.263708648490422,-3.231163,-2.567449,0.663714,0.512
"2485","FER1L6-AS1","hurdle",0.194112866143715,-3.231163,-0.691793,2.53937,0.512
"2468","FBXW4P1","hurdle",0.775033614239971,0.9494743,2.879616,1.9301417,0.512
"2383","FAM71D","hurdle",0.233864492088692,-3.231163,-2.383808,0.847355,0.512
"2338","FAM205B","hurdle",0.26566011070639,-3.231163,-2.634252,0.596911,0.512
"2248","FABP4","hurdle",0.208586500926124,-3.1457711,0.1375035,3.2832746,0.512
"2161","EOMES","hurdle",0.172166686411021,-3.231163,1.941278,5.172441,0.512
"2000","DSC3","hurdle",0.265660110706389,-3.231163,-2.634252,0.596911,0.512
"1871","DHH","hurdle",0.257141138085605,-3.231163,-1.859496,1.371667,0.512
"1732","CYP1A1","hurdle",0.281093195777713,-3.1457711,-0.2119679,2.9338032,0.512
"1695","CTU1","hurdle",0.165144936057861,-3.231163,-1.941723,1.28944,0.512
"1654","CRNN","hurdle",0.268666797768291,-3.231163,-2.704299,0.526864,0.512
"1608","COX6A2","hurdle",0.291911494370248,-2.916289,-1.198004,1.718285,0.512
"1457","CHST12","hurdle",0.804157089623252,0.457045,1.771031,1.313986,0.512
"1285","CD200R1","hurdle",0.25665638479242,-3.231163,-1.707893,1.52327,0.512
"1166","CATSPER4","hurdle",0.222403358513669,-3.231163,-2.567449,0.663714,0.512
"1119","CALHM1","hurdle",0.221350688594966,-3.231163,-2.07458,1.156583,0.512
"849","C17orf67","hurdle",0.233156649533043,-1.0690784,0.4909228,1.5600012,0.512
"830","C16orf86","hurdle",0.242862837233958,-2.0037521,-0.3881248,1.6156273,0.512
"736","C10orf2","hurdle",0.132404180862784,-3.23116263,-0.00994585,3.22121678,0.512
"443","ARR3","hurdle",0.193689372445417,-3.2311626,-0.6393891,2.5917735,0.512
